#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               44884 | 0.011621004s | 122256 B
               45961 | 0.009283620s | 118992 B
               47038 | 0.028905162s | 236344 B
               48115 | 0.022849324s | 284424 B
               49192 | 0.005472105s | 58176 B
               50269 | 0.016872288s | 150768 B
               51346 | 0.011913224s | 80480 B
               52423 | 0.012632771s | 190928 B
               53500 | 0.016278042s | 166776 B
               54577 | 0.009276068s | 140160 B
               55654 | 0.016890086s | 148976 B
               56731 | 0.017826390s | 275064 B
               57808 | 0.010911306s | 109560 B
               58885 | 0.007961287s | 123624 B
               59962 | 0.014783373s | 149144 B
               61039 | 0.023652778s | 357680 B
               62116 | 0.012511116s | 123056 B
               63193 | 0.019194820s | 271392 B
               64270 | 0.020331586s | 193152 B
               65347 | 0.021079607s | 289680 B
               66424 | 0.022887416s | 203416 B
               67501 | 0.024176638s | 342016 B
               68578 | 0.024297426s | 233640 B
               69655 | 0.011360547s | 179816 B
               70732 | 0.015009336s | 148624 B
               71809 | 0.010421363s | 144128 B
               72886 | 0.031262191s | 273416 B
               73963 | 0.018886341s | 272400 B
               75040 | 0.012679780s | 121080 B
               76117 | 0.022701086s | 241456 B
               77194 | 0.036073952s | 213400 B
               78271 | 0.061219517s | 523944 B
               79348 | 0.036227903s | 345352 B
               80425 | 0.018755987s | 254720 B
               81502 | 0.052623733s | 431280 B
               82579 | 0.015416283s | 235704 B
               83656 | 0.021684107s | 205776 B
               84733 | 0.046742521s | 547048 B
               85810 | 0.032423060s | 307312 B
               86887 | 0.032718507s | 435256 B
               87964 | 0.042660494s | 381968 B
               89041 | 0.034601125s | 429632 B
               90118 | 0.012883531s | 132032 B
               91195 | 0.024897897s | 355248 B
               92272 | 0.028723356s | 199984 B
               93349 | 0.024110524s | 328144 B
               94426 | 0.031857410s | 288040 B
               95503 | 0.029560427s | 429472 B
               96580 | 0.025278037s | 240296 B
               97657 | 0.056020868s | 663608 B
               98734 | 0.032264111s | 314128 B
               99811 | 0.044779567s | 471112 B
              100888 | 0.033223478s | 207648 B
              101965 | 0.052108375s | 454552 B
              103042 | 0.022037101s | 192952 B
              104119 | 0.053431428s | 656808 B
              105196 | 0.054370120s | 469088 B
              106273 | 0.037094438s | 460360 B
              107350 | 0.039030777s | 350488 B
              108427 | 0.065792791s | 545688 B
              109504 | 0.041510455s | 305784 B
              110581 | 0.148862418s | 1025896 B
              111658 | 0.029376065s | 277048 B
              112735 | 0.051406937s | 687592 B
              113812 | 0.041655804s | 371256 B
              114889 | 0.022157488s | 303544 B
              115966 | 0.072736544s | 614088 B
              117043 | 0.043183549s | 451480 B
              118120 | 0.062966597s | 377664 B
              119197 | 0.055602852s | 545376 B
              120274 | 0.052713630s | 432600 B
              121351 | 0.032190647s | 449568 B
              122428 | 0.074965793s | 616032 B
              123505 | 0.056743612s | 448016 B
              124582 | 0.070835324s | 442984 B
              125659 | 0.068167630s | 782248 B
              126736 | 0.054330929s | 387400 B
              127813 | 0.043840278s | 530248 B
              128890 | 0.152431634s | 860240 B
              129967 | 0.174366629s | 1290360 B
              131044 | 0.126411871s | 959304 B
              132121 | 0.027579029s | 364656 B
              133198 | 0.060587487s | 373544 B
              134275 | 0.032851318s | 450344 B
              135352 | 0.069837035s | 377616 B
              136429 | 0.077936017s | 791472 B
              137506 | 0.066279784s | 357624 B
              138583 | 0.100682403s | 977288 B
              139660 | 0.041662438s | 374040 B
              140737 | 0.042341245s | 522736 B
              141814 | 0.106674625s | 821896 B
              142891 | 0.065052213s | 770176 B
              143968 | 0.041995253s | 369544 B
              145045 | 0.062229934s | 743712 B
              146122 | 0.074663909s | 637464 B
              147199 | 0.283860520s | 2510416 B
              148276 | 0.048785253s | 456352 B
              149353 | 0.068711199s | 792040 B
              150430 | 0.107709775s | 840488 B
              151507 | 0.140075224s | 1260712 B
              152584 | 0.031269812s | 286152 B
              153661 | 0.068191553s | 800584 B
              154738 | 0.083867514s | 666520 B
              155815 | 0.064575345s | 641680 B
              156892 | 0.120194334s | 683168 B
              157969 | 0.048164259s | 497768 B
              159046 | 0.081331629s | 629312 B
              160123 | 0.168929602s | 1216200 B
              161200 | 0.134701745s | 667440 B
              162277 | 0.117761088s | 1222480 B
              163354 | 0.113761487s | 837080 B
              164431 | 0.056660940s | 733072 B
              165508 | 0.046663805s | 403704 B
              166585 | 0.077917449s | 840240 B
              167662 | 0.145268250s | 1143856 B
              168739 | 0.053063085s | 701520 B
              169816 | 0.089509940s | 729392 B
              170893 | 0.090733188s | 1068056 B
              171970 | 0.130664705s | 947360 B
              173047 | 0.196140649s | 1669472 B
              174124 | 0.055069658s | 464592 B
              175201 | 0.057265147s | 675768 B
              176278 | 0.069206566s | 561312 B
              177355 | 0.080083921s | 1009736 B
              178432 | 0.049521740s | 398160 B
              179509 | 0.187915684s | 1247016 B
              180586 | 0.066603887s | 551920 B
              181663 | 0.172418916s | 1327320 B
              182740 | 0.132491830s | 711480 B
              183817 | 0.059542179s | 693608 B
              184894 | 0.118346295s | 873384 B
              185971 | 0.110330303s | 1264992 B
              187048 | 0.082807067s | 667208 B
              188125 | 0.177758764s | 1930144 B
              189202 | 0.073456840s | 565312 B
              190279 | 0.127106423s | 1301496 B
              191356 | 0.215902831s | 1366328 B
              192433 | 0.168835462s | 1600560 B
              193510 | 0.235123421s | 1383448 B
              194587 | 0.085699852s | 1073320 B
              195664 | 0.111967038s | 736872 B
              196741 | 0.056417527s | 479944 B
              197818 | 0.094264497s | 736440 B
              198895 | 0.176348632s | 1414608 B
              199972 | 0.072881803s | 614976 B
              201049 | 0.073604298s | 854352 B
              202126 | 0.112304596s | 902632 B
              203203 | 0.089254007s | 1134904 B
              204280 | 0.239018191s | 1528480 B
              205357 | 0.071754629s | 839152 B
              206434 | 0.087863043s | 723488 B
              207511 | 0.145820580s | 1240656 B
              208588 | 0.174896124s | 1139368 B
              209665 | 0.103460934s | 720768 B
              210742 | 0.289770015s | 1367080 B
              211819 | 0.189648242s | 1970160 B
              212896 | 0.173890944s | 1206224 B
              213973 | 0.143861370s | 1271160 B
              215050 | 0.054129490s | 458184 B
              216127 | 0.153199691s | 1694528 B
              217204 | 0.103329602s | 722296 B
              218281 | 0.129575483s | 949176 B
              219358 | 0.171891085s | 1336144 B
              220435 | 0.131264064s | 1261152 B
              221512 | 0.104964993s | 579152 B
              222589 | 0.184111560s | 1932280 B
              223666 | 0.149799111s | 1039608 B
              224743 | 0.302591881s | 2475440 B
              225820 | 0.181483246s | 927384 B
              226897 | 0.119044173s | 1253056 B
              227974 | 0.169963466s | 1067840 B
              229051 | 0.380892274s | 3057856 B
              230128 | 0.103023787s | 794440 B
              231205 | 0.100080572s | 1091840 B
              232282 | 0.148042743s | 1070112 B
              233359 | 0.196978221s | 2220240 B
              234436 | 0.120481433s | 960680 B
              235513 | 0.288100663s | 2653264 B
              236590 | 0.151818509s | 1144800 B
              237667 | 0.073162167s | 882064 B
              238744 | 0.106346347s | 731744 B
              239821 | 0.113966999s | 1267696 B
              240898 | 0.086462671s | 699208 B
              241975 | 0.155350990s | 1631248 B
              243052 | 0.214797234s | 1335904 B
              244129 | 0.192858831s | 1311496 B
              245206 | 0.297408440s | 2061104 B
              246283 | 0.071179060s | 866400 B
              247360 | 0.121066459s | 615480 B
              248437 | 0.188580636s | 1550536 B
              249514 | 0.238382794s | 1276824 B
              250591 | 0.253686564s | 2445504 B
              251668 | 0.142286076s | 1090912 B
              252745 | 0.144311847s | 1537888 B
              253822 | 0.828192888s | 3325112 B
              254899 | 0.251023992s | 2046640 B
              255976 | 0.372246560s | 1795808 B
              257053 | 0.199696645s | 1632040 B
              258130 | 0.131826082s | 881808 B
              259207 | 0.211902848s | 1641720 B
              260284 | 0.390107993s | 1800192 B
              261361 | 0.331190136s | 2622376 B
              262438 | 0.117294497s | 732296 B
              263515 | 0.184017068s | 1563440 B
              264592 | 0.100465435s | 752040 B
              265669 | 0.172251006s | 1621632 B
              266746 | 0.330271629s | 1719616 B
              267823 | 0.197001215s | 2003384 B
              268900 | 0.234100280s | 1120736 B
              269977 | 0.253027531s | 2017216 B
              271054 | 0.265628005s | 1328768 B
              272131 | 0.162716323s | 1334800 B
              273208 | 0.203855041s | 1356264 B
              274285 | 0.374255105s | 2931864 B
              275362 | 0.186482015s | 1325232 B
              276439 | 0.412745897s | 3769512 B
              277516 | 0.205222315s | 1174472 B
              278593 | 0.060574882s | 682136 B
              279670 | 0.189572815s | 1300256 B
              280747 | 0.128805323s | 1465432 B
              281824 | 0.157760640s | 1115600 B
              282901 | 0.113307482s | 1170904 B
              283978 | 0.185665831s | 1158928 B
              285055 | 0.578290540s | 3695968 B
              286132 | 0.412421040s | 1972112 B
              287209 | 0.224118802s | 1938312 B
              288286 | 0.346110788s | 1660016 B
              289363 | 0.234639377s | 1806216 B
              290440 | 0.180929060s | 1317776 B
              291517 | 0.300412709s | 2870864 B
              292594 | 0.581341168s | 2458760 B
              293671 | 0.271245176s | 2985672 B
              294748 | 0.648769472s | 3254240 B
              295825 | 0.188784052s | 1291592 B
              296902 | 0.261476788s | 1697984 B
              297979 | 0.684889943s | 3773840 B
              299056 | 0.174529250s | 730592 B
              300133 | 0.180599833s | 1489264 B
              301210 | 0.229726939s | 1276824 B
              302287 | 0.306152235s | 3062080 B
              303364 | 0.120902342s | 700520 B
              304441 | 0.179285970s | 1831016 B
              305518 | 0.266322174s | 1858688 B
              306595 | 0.231134705s | 2240560 B
              307672 | 0.349353640s | 1647824 B
              308749 | 0.209027199s | 1865936 B
              309826 | 0.193095645s | 1251376 B
              310903 | 0.613070813s | 4607272 B
              311980 | 0.185232622s | 1276512 B
              313057 | 0.201296965s | 1921120 B
              314134 | 0.204890156s | 1537296 B
              315211 | 0.291129717s | 2868304 B
              316288 | 0.152043556s | 1087256 B
              317365 | 0.467545008s | 3384448 B
              318442 | 0.725450361s | 2900952 B
              319519 | 0.192209348s | 2036720 B
              320596 | 0.193095066s | 1275832 B
              321673 | 0.182643523s | 1491920 B
              322750 | 0.648523417s | 3018536 B
              323827 | 0.382477548s | 3051808 B
              324904 | 0.255527196s | 1565040 B
              325981 | 0.570414190s | 3522064 B
              327058 | 0.415861998s | 2443360 B
              328135 | 0.192545930s | 1820168 B
              329212 | 0.456483123s | 2396656 B
              330289 | 0.154397373s | 1371016 B
              331366 | 0.399613264s | 1818264 B
              332443 | 0.279703637s | 2042464 B
              333520 | 0.352823833s | 1433344 B
              334597 | 0.297196977s | 1687568 B
              335674 | 0.799369550s | 2777960 B
              336751 | 0.551504514s | 3213040 B
              337828 | 0.419463354s | 1796480 B
              338905 | 0.587990398s | 3099912 B
              339982 | 0.266619828s | 1193200 B
              341059 | 0.262181682s | 1678568 B
              342136 | 0.473245997s | 1895360 B
              343213 | 0.575921492s | 3100168 B
              344290 | 0.273074897s | 1133864 B
              345367 | 0.314215428s | 1971816 B
              346444 | 0.374508515s | 1370672 B
              347521 | 0.300577496s | 1641432 B
              348598 | 0.479850509s | 2008128 B
              349675 | 0.640818050s | 3596368 B
              350752 | 0.244758515s | 1114576 B
              351829 | 0.448946733s | 2911432 B
              352906 | 0.233650535s | 1307832 B
              353983 | 0.830828521s | 4818712 B
              355060 | 0.597933317s | 2567312 B
              356137 | 0.496919730s | 3028408 B
              357214 | 0.791042172s | 3208504 B
              358291 | 0.690747206s | 3893648 B
              359368 | 0.610055725s | 2748448 B
              360445 | 2.045666159s | 9821640 B
              361522 | 0.257822416s | 1121248 B
              362599 | 0.300017650s | 2086680 B
              363676 | 0.403532049s | 1791008 B
              364753 | 0.259320343s | 1618336 B
              365830 | 0.280509036s | 1332672 B
              366907 | 0.445583957s | 3108616 B
              367984 | 0.409477913s | 2182960 B
              369061 | 0.300317018s | 1914712 B
              370138 | 0.586344707s | 2435176 B
              371215 | 0.308340855s | 2440896 B
              372292 | 0.289730938s | 1694824 B
              373369 | 0.409289334s | 3073904 B
              374446 | 0.494618396s | 3002440 B
              375523 | 0.509136588s | 3768368 B
              376600 | 0.663682104s | 2768624 B
              377677 | 0.366633541s | 2448344 B
              378754 | 0.298348475s | 1744520 B
              379831 | 0.658812302s | 4666296 B
              380908 | 1.110746719s | 4285376 B
              381985 | 0.250382406s | 1574728 B
              383062 | 0.315420815s | 2004536 B
              384139 | 0.439136531s | 3023496 B
              385216 | 0.257714726s | 1194296 B
              386293 | 0.546459047s | 3766384 B
              387370 | 0.433307383s | 1950296 B
              388447 | 0.881065087s | 5738232 B
              389524 | 0.511378627s | 2160696 B
              390601 | 0.610935983s | 3760432 B
              391678 | 1.760871180s | 6582968 B
              392755 | 0.829225892s | 4997464 B
              393832 | 0.175252524s | 1228656 B
              394909 | 0.314400984s | 2670088 B
              395986 | 0.258206964s | 1717848 B
              397063 | 0.402995483s | 2851680 B
              398140 | 0.507423738s | 2373720 B
              399217 | 0.488996952s | 3297768 B
              400294 | 0.542109539s | 2734736 B
              401371 | 1.149253032s | 6515104 B
              402448 | 0.152330050s | 982216 B
              403525 | 0.249985050s | 1655376 B
              404602 | 0.484986714s | 2708136 B
              405679 | 0.390516373s | 3271880 B
              406756 | 0.352122501s | 2272464 B
              407833 | 0.411001578s | 2662360 B
              408910 | 0.899001289s | 3368312 B
              409987 | 0.157274081s | 1746936 B
              411064 | 0.379664825s | 2210160 B
              412141 | 0.677895391s | 3891592 B
              413218 | 0.294188473s | 1744792 B
              414295 | 0.334655307s | 3014960 B
              415372 | 0.491422456s | 2137240 B
              416449 | 0.260997300s | 2491704 B
              417526 | 1.218767483s | 5066800 B
              418603 | 0.413490151s | 3119496 B
              419680 | 0.554749888s | 2281728 B
              420757 | 0.552712567s | 3721424 B
              421834 | 0.913879730s | 4101152 B
              422911 | 1.790232317s | 10174080 B
              423988 | 0.582445834s | 2288512 B
              425065 | 0.568468624s | 4003768 B
              426142 | 0.370714327s | 1774464 B
              427219 | 0.296832694s | 2499352 B
              428296 | 0.167113122s | 1146816 B
              429373 | 0.535264607s | 3830384 B
              430450 | 0.382418559s | 2063016 B
              431527 | 0.422022161s | 3695456 B
              432604 | 0.825858368s | 3394496 B
              433681 | 0.293558549s | 2572512 B
              434758 | 0.251183229s | 1644648 B
              435835 | 0.658747780s | 4713456 B
              436912 | 0.375850398s | 1999720 B
              437989 | 0.565098041s | 4521536 B
              439066 | 0.453351444s | 2523544 B
              440143 | 0.670106603s | 5813408 B
              441220 | 0.614654953s | 2686880 B
              442297 | 1.047281041s | 7474368 B
              443374 | 0.809246878s | 4139192 B
              444451 | 0.292584345s | 2045152 B
              445528 | 0.458342821s | 2155936 B
              446605 | 0.311876131s | 2434032 B
              447682 | 0.395153816s | 2017176 B
              448759 | 0.678912406s | 5971440 B
              449836 | 0.586253085s | 3208920 B
              450913 | 0.312268168s | 2521176 B
              451990 | 0.582898476s | 3120944 B
              453067 | 0.635593826s | 4676576 B
              454144 | 0.362916813s | 1832144 B
              455221 | 0.525705830s | 3760568 B
              456298 | 0.710804026s | 3850712 B
              457375 | 1.291139351s | 7426240 B
              458452 | 1.048031700s | 5096424 B
              459529 | 0.289092543s | 1767704 B
              460606 | 0.741995397s | 3592608 B
              461683 | 0.583071612s | 4046112 B
              462760 | 0.507321977s | 2856080 B
              463837 | 0.825889222s | 5015016 B
              464914 | 0.248279971s | 1457688 B
              465991 | 0.577135791s | 3371728 B
              467068 | 0.675376847s | 2387368 B
              468145 | 0.390087818s | 2540672 B
              469222 | 0.517027563s | 2686712 B
              470299 | 0.649989188s | 3871072 B
              471376 | 0.376055502s | 1782968 B
              472453 | 0.550793806s | 3115720 B
              473530 | 1.063817749s | 4127960 B
              474607 | 1.705721484s | 9832672 B
              475684 | 0.251714620s | 1429040 B
              476761 | 0.366093235s | 3090448 B
              477838 | 0.470349656s | 2542808 B
              478915 | 0.466894113s | 3947096 B
              479992 | 0.876479881s | 3338864 B
              481069 | 0.598935289s | 4542280 B
              482146 | 0.852408743s | 3129952 B
              483223 | 1.243452542s | 7508624 B
