#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
             1774051 | 0.015472107s | 153960 B
             1823310 | 0.019390418s | 158232 B
             1872569 | 0.015789366s | 162504 B
             1921828 | 0.014557676s | 166784 B
             1971087 | 0.016819801s | 171056 B
             2020346 | 0.019082998s | 175328 B
             2069605 | 0.026709124s | 179608 B
             2118864 | 0.018379110s | 183880 B
             2168123 | 0.015361567s | 188152 B
             2217382 | 0.016926240s | 192432 B
             2266641 | 0.018904029s | 196704 B
             2315900 | 0.030731453s | 200976 B
             2365159 | 0.032104007s | 205256 B
             2414418 | 0.032350377s | 209528 B
             2463677 | 0.023817828s | 213800 B
             2512936 | 0.021204848s | 218080 B
             2562195 | 0.021930528s | 222352 B
             2611454 | 0.021611349s | 226624 B
             2660713 | 0.021800115s | 230904 B
             2709972 | 0.022084388s | 235176 B
             2759231 | 0.023055714s | 239448 B
             2808490 | 0.021921853s | 243728 B
             2857749 | 0.025088826s | 248000 B
             2907008 | 0.023824372s | 252272 B
             2956267 | 0.026968863s | 256552 B
             3005526 | 0.024895958s | 260824 B
             3054785 | 0.026079566s | 265096 B
             3104044 | 0.026023026s | 269376 B
             3153303 | 0.025215366s | 273648 B
             3202562 | 0.026973308s | 277920 B
             3251821 | 0.027420626s | 282200 B
             3301080 | 0.027887522s | 286472 B
             3350339 | 0.038720506s | 290744 B
             3399598 | 0.029974306s | 295024 B
             3448857 | 0.029737001s | 299296 B
             3498116 | 0.032878227s | 303568 B
             3547375 | 0.041696184s | 307848 B
             3596634 | 0.034280566s | 312120 B
             3645893 | 0.030922363s | 316392 B
             3695152 | 0.032140448s | 320672 B
             3744411 | 0.031741318s | 324944 B
             3793670 | 0.032832143s | 329216 B
             3842929 | 0.032212145s | 333496 B
             3892188 | 0.032720081s | 337768 B
             3941447 | 0.032750034s | 342040 B
             3990706 | 0.033881394s | 346320 B
             4039965 | 0.033453624s | 350592 B
             4089224 | 0.035183458s | 354864 B
             4138483 | 0.034386398s | 359144 B
             4187742 | 0.033822144s | 363416 B
             4237001 | 0.039890982s | 367688 B
             4286260 | 0.040962215s | 371968 B
             4335519 | 0.034503683s | 376240 B
             4384778 | 0.039527495s | 380512 B
             4434037 | 0.038052389s | 384792 B
             4483296 | 0.041498188s | 389064 B
             4532555 | 0.041981281s | 393344 B
             4581814 | 0.043771523s | 397616 B
             4631073 | 0.042800365s | 401888 B
             4680332 | 0.053184782s | 406168 B
             4729591 | 0.072641451s | 410440 B
             4778850 | 0.069604503s | 414712 B
             4828109 | 0.045002565s | 418992 B
             4877368 | 0.047269477s | 423264 B
             4926627 | 0.048033079s | 427536 B
             4975886 | 0.045608185s | 431816 B
             5025145 | 0.046521118s | 436088 B
             5074404 | 0.042733195s | 440360 B
             5123663 | 0.048045253s | 444640 B
             5172922 | 0.058547672s | 448912 B
             5222181 | 0.066205266s | 453184 B
             5271440 | 0.047805038s | 457464 B
             5320699 | 0.048032610s | 461736 B
             5369958 | 0.049699802s | 466008 B
             5419217 | 0.046337682s | 470288 B
             5468476 | 0.047772137s | 474560 B
             5517735 | 0.050343350s | 478832 B
             5566994 | 0.076592150s | 483112 B
             5616253 | 0.063100218s | 487384 B
             5665512 | 0.077666037s | 491656 B
             5714771 | 0.068146054s | 495936 B
             5764030 | 0.051113949s | 500208 B
             5813289 | 0.051915580s | 504480 B
             5862548 | 0.058962494s | 508760 B
             5911807 | 0.061910536s | 513032 B
             5961066 | 0.058329204s | 517304 B
             6010325 | 0.058195705s | 521584 B
             6059584 | 0.060694041s | 525856 B
             6108843 | 0.060944464s | 530128 B
             6158102 | 0.060568742s | 534408 B
             6207361 | 0.058908306s | 538680 B
             6256620 | 0.062495746s | 542952 B
             6305879 | 0.057341596s | 547232 B
             6355138 | 0.057827846s | 551504 B
             6404397 | 0.090031445s | 555776 B
             6453656 | 0.057964757s | 560056 B
             6502915 | 0.072366120s | 564328 B
             6552174 | 0.081768311s | 568600 B
             6601433 | 0.053932461s | 572880 B
             6650692 | 0.063881760s | 577152 B
             6699951 | 0.063746579s | 581424 B
             6749210 | 0.062072007s | 585704 B
             6798469 | 0.064909213s | 589976 B
             6847728 | 0.066311164s | 594248 B
             6896987 | 0.067455964s | 598528 B
             6946246 | 0.066346253s | 602800 B
             6995505 | 0.065228098s | 607072 B
             7044764 | 0.085426341s | 611352 B
             7094023 | 0.066583633s | 615624 B
             7143282 | 0.065303999s | 619896 B
             7192541 | 0.066556539s | 624176 B
             7241800 | 0.065413932s | 628448 B
             7291059 | 0.085250626s | 632720 B
             7340318 | 0.107573294s | 637000 B
             7389577 | 0.072535119s | 641272 B
             7438836 | 0.073414982s | 645544 B
             7488095 | 0.073249503s | 649824 B
             7537354 | 0.080942042s | 654096 B
             7586613 | 0.083188536s | 658368 B
             7635872 | 0.083398885s | 662648 B
             7685131 | 0.078297006s | 666920 B
             7734390 | 0.072412281s | 671200 B
             7783649 | 0.073395839s | 675472 B
             7832908 | 0.074120291s | 679744 B
             7882167 | 0.070849377s | 684024 B
             7931426 | 0.088738778s | 688296 B
             7980685 | 0.090450990s | 692568 B
             8029944 | 0.099955902s | 696848 B
             8079203 | 0.122221489s | 701120 B
             8128462 | 0.121612180s | 705392 B
             8177721 | 0.090833172s | 709672 B
             8226980 | 0.077826211s | 713944 B
             8276239 | 0.073276339s | 718216 B
             8325498 | 0.079261594s | 722496 B
             8374757 | 0.073321833s | 726768 B
             8424016 | 0.082365995s | 731040 B
             8473275 | 0.102953714s | 735320 B
             8522534 | 0.117512139s | 739592 B
             8571793 | 0.118581250s | 743864 B
             8621052 | 0.073365162s | 748144 B
             8670311 | 0.070321566s | 752416 B
             8719570 | 0.075427987s | 756688 B
             8768829 | 0.080187717s | 760968 B
             8818088 | 0.079331124s | 765240 B
             8867347 | 0.073470507s | 769512 B
             8916606 | 0.097108542s | 773792 B
             8965865 | 0.101988353s | 778064 B
             9015124 | 0.093838536s | 782336 B
             9064383 | 0.108580683s | 786616 B
             9113642 | 0.130526566s | 790888 B
             9162901 | 0.103641751s | 795160 B
             9212160 | 0.100999949s | 799440 B
             9261419 | 0.097144181s | 803712 B
             9310678 | 0.099382159s | 807984 B
             9359937 | 0.099083641s | 812264 B
             9409196 | 0.100255800s | 816536 B
             9458455 | 0.101989721s | 820808 B
             9507714 | 0.104246939s | 825088 B
             9556973 | 0.104630169s | 829360 B
             9606232 | 0.131338910s | 833632 B
             9655491 | 0.165393264s | 837912 B
             9704750 | 0.117264358s | 842184 B
             9754009 | 0.167813767s | 846456 B
             9803268 | 0.159879074s | 850736 B
             9852527 | 0.104966309s | 855008 B
             9901786 | 0.108110640s | 859280 B
             9951045 | 0.104881577s | 863560 B
            10000304 | 0.121174231s | 867832 B
            10049563 | 0.132335064s | 872104 B
            10098822 | 0.102366838s | 876384 B
            10148081 | 0.129146270s | 880656 B
            10197340 | 0.129284210s | 884928 B
            10246599 | 0.170637536s | 889208 B
            10295858 | 0.141358532s | 893480 B
            10345117 | 0.117977743s | 897752 B
            10394376 | 0.108966114s | 902032 B
            10443635 | 0.120388669s | 906304 B
            10492894 | 0.106617162s | 910576 B
            10542153 | 0.107314774s | 914856 B
            10591412 | 0.107952315s | 919128 B
            10640671 | 0.106802759s | 923400 B
            10689930 | 0.106635804s | 927680 B
            10739189 | 0.107738102s | 931952 B
            10788448 | 0.108537970s | 936224 B
            10837707 | 0.119996145s | 940504 B
            10886966 | 0.154085022s | 944776 B
            10936225 | 0.105526293s | 949056 B
            10985484 | 0.098082698s | 953328 B
            11034743 | 0.115619604s | 957600 B
            11084002 | 0.125733834s | 961880 B
            11133261 | 0.104581084s | 966152 B
            11182520 | 0.111575496s | 970424 B
            11231779 | 0.109287293s | 974704 B
            11281038 | 0.102744175s | 978976 B
            11330297 | 0.114181342s | 983248 B
            11379556 | 0.122665123s | 987528 B
            11428815 | 0.110214998s | 991800 B
            11478074 | 0.114066785s | 996072 B
            11527333 | 0.144578903s | 1000352 B
            11576592 | 0.114935605s | 1004624 B
            11625851 | 0.118371750s | 1008896 B
            11675110 | 0.121254184s | 1013176 B
            11724369 | 0.133871507s | 1017448 B
            11773628 | 0.144597149s | 1021720 B
            11822887 | 0.128208392s | 1026000 B
            11872146 | 0.131423945s | 1030272 B
            11921405 | 0.125903193s | 1034544 B
            11970664 | 0.201247969s | 1038824 B
            12019923 | 0.126336424s | 1043096 B
            12069182 | 0.148758196s | 1047368 B
            12118441 | 0.170180715s | 1051648 B
            12167700 | 0.127926288s | 1055920 B
            12216959 | 0.131300943s | 1060192 B
            12266218 | 0.130861475s | 1064472 B
            12315477 | 0.145276555s | 1068744 B
            12364736 | 0.202998027s | 1073016 B
            12413995 | 0.132423204s | 1077296 B
            12463254 | 0.157959559s | 1081568 B
            12512513 | 0.146600033s | 1085840 B
            12561772 | 0.209558281s | 1090120 B
            12611031 | 0.137994191s | 1094392 B
            12660290 | 0.153270494s | 1098664 B
            12709549 | 0.130702047s | 1102944 B
            12758808 | 0.143472801s | 1107216 B
            12808067 | 0.127422136s | 1111488 B
            12857326 | 0.127154522s | 1115768 B
            12906585 | 0.128657229s | 1120040 B
            12955844 | 0.124617845s | 1124312 B
            13005103 | 0.133944656s | 1128592 B
            13054362 | 0.129646018s | 1132864 B
            13103621 | 0.165378041s | 1137136 B
            13152880 | 0.154915199s | 1141416 B
            13202139 | 0.135217147s | 1145688 B
            13251398 | 0.191039478s | 1149960 B
            13300657 | 0.180694737s | 1154240 B
            13349916 | 0.142559104s | 1158512 B
            13399175 | 0.139184750s | 1162784 B
            13448434 | 0.176792819s | 1167064 B
            13497693 | 0.176637853s | 1171336 B
            13546952 | 0.144572719s | 1175608 B
            13596211 | 0.156518106s | 1179888 B
            13645470 | 0.181563965s | 1184160 B
            13694729 | 0.153647052s | 1188432 B
            13743988 | 0.155381105s | 1192712 B
            13793247 | 0.153549078s | 1196984 B
            13842506 | 0.174952843s | 1201256 B
            13891765 | 0.178548049s | 1205536 B
            13941024 | 0.147772703s | 1209808 B
            13990283 | 0.173808925s | 1214080 B
            14039542 | 0.177289246s | 1218360 B
            14088801 | 0.153191920s | 1222632 B
            14138060 | 0.207262125s | 1226912 B
            14187319 | 0.145155403s | 1231184 B
            14236578 | 0.149377565s | 1235456 B
            14285837 | 0.143948537s | 1239736 B
            14335096 | 0.146870741s | 1244008 B
            14384355 | 0.250700904s | 1248280 B
            14433614 | 0.157755211s | 1252560 B
            14482873 | 0.172568692s | 1256832 B
            14532132 | 0.240668056s | 1261104 B
            14581391 | 0.148119428s | 1265384 B
            14630650 | 0.188722007s | 1269656 B
            14679909 | 0.158502875s | 1273928 B
            14729168 | 0.198256166s | 1278208 B
            14778427 | 0.220373665s | 1282480 B
            14827686 | 0.217857533s | 1286752 B
            14876945 | 0.250237767s | 1291032 B
            14926204 | 0.162787372s | 1295304 B
            14975463 | 0.169659951s | 1299576 B
            15024722 | 0.163610989s | 1303856 B
            15073981 | 0.169397069s | 1308128 B
            15123240 | 0.167815067s | 1312400 B
            15172499 | 0.171196551s | 1316680 B
            15221758 | 0.168692572s | 1320952 B
            15271017 | 0.171988352s | 1325224 B
            15320276 | 0.179271545s | 1329504 B
            15369535 | 0.209279825s | 1333776 B
            15418794 | 0.178582527s | 1338048 B
            15468053 | 0.183795024s | 1342328 B
            15517312 | 0.166240802s | 1346600 B
            15566571 | 0.169699050s | 1350872 B
            15615830 | 0.202055131s | 1355152 B
            15665089 | 0.172967091s | 1359424 B
            15714348 | 0.168350535s | 1363696 B
            15763607 | 0.214579747s | 1367976 B
            15812866 | 0.205108136s | 1372248 B
            15862125 | 0.169532355s | 1376520 B
            15911384 | 0.190614347s | 1380800 B
            15960643 | 0.201403984s | 1385072 B
            16009902 | 0.218327827s | 1389344 B
            16059161 | 0.190696830s | 1393624 B
            16108420 | 0.221481386s | 1397896 B
            16157679 | 0.204905705s | 1402168 B
            16206938 | 0.222592171s | 1406448 B
            16256197 | 0.174334281s | 1410720 B
            16305456 | 0.165856357s | 1414992 B
            16354715 | 0.165257542s | 1419272 B
            16403974 | 0.199346307s | 1423544 B
            16453233 | 0.187746980s | 1427816 B
            16502492 | 0.230157879s | 1432096 B
            16551751 | 0.224967359s | 1436368 B
            16601010 | 0.173285636s | 1440640 B
            16650269 | 0.190409035s | 1444920 B
            16699528 | 0.260871726s | 1449192 B
            16748787 | 0.227179197s | 1453464 B
            16798046 | 0.214468296s | 1457744 B
            16847305 | 0.197288128s | 1462016 B
            16896564 | 0.180284345s | 1466288 B
            16945823 | 0.231878874s | 1470568 B
            16995082 | 0.192460164s | 1474840 B
            17044341 | 0.260516930s | 1479112 B
            17093600 | 0.171414683s | 1483392 B
            17142859 | 0.175674828s | 1487664 B
            17192118 | 0.178734213s | 1491936 B
            17241377 | 0.205438009s | 1496216 B
            17290636 | 0.167709152s | 1500488 B
            17339895 | 0.169114732s | 1504768 B
            17389154 | 0.169085677s | 1509040 B
            17438413 | 0.188256476s | 1513312 B
            17487672 | 0.172458557s | 1517592 B
            17536931 | 0.219333152s | 1521864 B
            17586190 | 0.178393758s | 1526136 B
            17635449 | 0.211360992s | 1530416 B
            17684708 | 0.273945095s | 1534688 B
            17733967 | 0.181629333s | 1538960 B
            17783226 | 0.203625393s | 1543240 B
            17832485 | 0.223941875s | 1547512 B
            17881744 | 0.205518485s | 1551784 B
            17931003 | 0.205009309s | 1556064 B
            17980262 | 0.226750852s | 1560336 B
            18029521 | 0.316535461s | 1564608 B
            18078780 | 0.290602748s | 1568888 B
            18128039 | 0.230662147s | 1573160 B
            18177298 | 0.269683483s | 1577432 B
            18226557 | 0.231343228s | 1581712 B
            18275816 | 0.332601314s | 1585984 B
            18325075 | 0.270322675s | 1590256 B
            18374334 | 0.229725445s | 1594536 B
            18423593 | 0.230326955s | 1598808 B
            18472852 | 0.304617787s | 1603080 B
            18522111 | 0.254118705s | 1607360 B
            18571370 | 0.245922088s | 1611632 B
            18620629 | 0.228092742s | 1615904 B
            18669888 | 0.233541240s | 1620184 B
            18719147 | 0.229869499s | 1624456 B
            18768406 | 0.233756985s | 1628728 B
            18817665 | 0.244472936s | 1633008 B
            18866924 | 0.230782565s | 1637280 B
            18916183 | 0.228527468s | 1641552 B
            18965442 | 0.231992390s | 1645832 B
            19014701 | 0.247201569s | 1650104 B
            19063960 | 0.236760497s | 1654376 B
            19113219 | 0.233302588s | 1658656 B
            19162478 | 0.274978203s | 1662928 B
            19211737 | 0.235201055s | 1667200 B
            19260996 | 0.231700988s | 1671480 B
            19310255 | 0.241464420s | 1675752 B
            19359514 | 0.269458258s | 1680024 B
            19408773 | 0.258423927s | 1684304 B
            19458032 | 0.277253894s | 1688576 B
            19507291 | 0.384635111s | 1692848 B
            19556550 | 0.268775716s | 1697128 B
            19605809 | 0.276394447s | 1701400 B
            19655068 | 0.252322077s | 1705672 B
            19704327 | 0.232823087s | 1709952 B
            19753586 | 0.339590577s | 1714224 B
            19802845 | 0.327728398s | 1718496 B
            19852104 | 0.321006438s | 1722776 B
            19901363 | 0.305124938s | 1727048 B
            19950622 | 0.342698472s | 1731320 B
            19999881 | 0.309169460s | 1735600 B
            20049140 | 0.403387300s | 1739872 B
            20098399 | 0.325095907s | 1744144 B
            20147658 | 0.304440883s | 1748424 B
            20196917 | 0.381786604s | 1752696 B
            20246176 | 0.415332381s | 1756968 B
            20295435 | 0.315112158s | 1761248 B
            20344694 | 0.426034690s | 1765520 B
            20393953 | 0.423449314s | 1769792 B
            20443212 | 0.359986788s | 1774072 B
            20492471 | 0.423775765s | 1778344 B
            20541730 | 0.427679308s | 1782624 B
            20590989 | 0.359392258s | 1786896 B
            20640248 | 0.374803053s | 1791168 B
            20689507 | 0.410692621s | 1795448 B
            20738766 | 0.332565551s | 1799720 B
            20788025 | 0.418104644s | 1803992 B
            20837284 | 0.417115905s | 1808272 B
            20886543 | 0.436243149s | 1812544 B
            20935802 | 0.406338369s | 1816816 B
            20985061 | 0.435585217s | 1821096 B
            21034320 | 0.373112982s | 1825368 B
            21083579 | 0.344871854s | 1829640 B
            21132838 | 0.450067957s | 1833920 B
            21182097 | 0.442698815s | 1838192 B
            21231356 | 0.413725227s | 1842464 B
            21280615 | 0.416100359s | 1846744 B
            21329874 | 0.416569238s | 1851016 B
            21379133 | 0.420464492s | 1855288 B
            21428392 | 0.340511121s | 1859568 B
            21477651 | 0.407318267s | 1863840 B
            21526910 | 0.445782747s | 1868112 B
            21576169 | 0.347711872s | 1872392 B
            21625428 | 0.270847769s | 1876664 B
            21674687 | 0.302903104s | 1880936 B
            21723946 | 0.354410620s | 1885216 B
            21773205 | 0.337942896s | 1889488 B
            21822464 | 0.340095862s | 1893760 B
            21871723 | 0.369127335s | 1898040 B
            21920982 | 0.293159849s | 1902312 B
            21970241 | 0.341739748s | 1906584 B
            22019500 | 0.267125884s | 1910864 B
            22068759 | 0.309803646s | 1915136 B
            22118018 | 0.301679420s | 1919408 B
            22167277 | 0.263213274s | 1923688 B
            22216536 | 0.337200559s | 1927960 B
            22265795 | 0.364616117s | 1932232 B
            22315054 | 0.330921023s | 1936512 B
            22364313 | 0.387352963s | 1940784 B
            22413572 | 0.261968327s | 1945056 B
            22462831 | 0.393736769s | 1949336 B
            22512090 | 0.372520007s | 1953608 B
            22561349 | 0.357983099s | 1957880 B
            22610608 | 0.384836152s | 1962160 B
            22659867 | 0.398892389s | 1966432 B
            22709126 | 0.289293866s | 1970704 B
            22758385 | 0.298655489s | 1974984 B
            22807644 | 0.296963141s | 1979256 B
            22856903 | 0.268270000s | 1983528 B
            22906162 | 0.364031525s | 1987808 B
            22955421 | 0.268501864s | 1992080 B
            23004680 | 0.298020111s | 1996352 B
            23053939 | 0.278715932s | 2000632 B
            23103198 | 0.294484903s | 2004904 B
            23152457 | 0.225535576s | 2009176 B
            23201716 | 0.394595393s | 2013456 B
            23250975 | 0.455088807s | 2017728 B
            23300234 | 0.356897637s | 2022000 B
            23349493 | 0.413561808s | 2026280 B
            23398752 | 0.340011913s | 2030552 B
            23448011 | 0.353631368s | 2034824 B
            23497270 | 0.446131995s | 2039104 B
            23546529 | 0.396353487s | 2043376 B
            23595788 | 0.462750928s | 2047648 B
            23645047 | 0.433626299s | 2051928 B
            23694306 | 0.327626412s | 2056200 B
            23743565 | 0.319118756s | 2060480 B
            23792824 | 0.582400220s | 2064752 B
            23842083 | 0.493649458s | 2069024 B
            23891342 | 0.439324420s | 2073304 B
            23940601 | 0.423517573s | 2077576 B
            23989860 | 0.396793057s | 2081848 B
            24039119 | 0.494743842s | 2086128 B
            24088378 | 0.340763549s | 2090400 B
            24137637 | 0.428046434s | 2094672 B
            24186896 | 0.345853502s | 2098952 B
            24236155 | 0.475309268s | 2103224 B
            24285414 | 0.393710770s | 2107496 B
            24334673 | 0.353256285s | 2111776 B
            24383932 | 0.341215526s | 2116048 B
            24433191 | 0.335203858s | 2120320 B
            24482450 | 0.316876529s | 2124600 B
            24531709 | 0.302132804s | 2128872 B
            24580968 | 0.318034819s | 2133144 B
            24630227 | 0.313062755s | 2137424 B
            24679486 | 0.304400803s | 2141696 B
            24728745 | 0.297831732s | 2145968 B
            24778004 | 0.318735620s | 2150248 B
            24827263 | 0.346247605s | 2154520 B
            24876522 | 0.308406572s | 2158792 B
            24925781 | 0.331183568s | 2163072 B
            24975040 | 0.328504088s | 2167344 B
            25024299 | 0.328435056s | 2171616 B
            25073558 | 0.344550592s | 2175896 B
            25122817 | 0.293609153s | 2180168 B
            25172076 | 0.281512368s | 2184440 B
            25221335 | 0.327894786s | 2188720 B
            25270594 | 0.281088497s | 2192992 B
            25319853 | 0.296661287s | 2197264 B
            25369112 | 0.316508248s | 2201544 B
            25418371 | 0.292666992s | 2205816 B
            25467630 | 0.330303116s | 2210088 B
            25516889 | 0.300632346s | 2214368 B
            25566148 | 0.474622657s | 2218640 B
            25615407 | 0.471205067s | 2222912 B
            25664666 | 0.415176603s | 2227192 B
            25713925 | 0.316708013s | 2231464 B
            25763184 | 0.343225447s | 2235736 B
            25812443 | 0.343803191s | 2240016 B
            25861702 | 0.320263523s | 2244288 B
            25910961 | 0.315880509s | 2248560 B
            25960220 | 0.369816738s | 2252840 B
            26009479 | 0.306497868s | 2257112 B
            26058738 | 0.332673716s | 2261384 B
            26107997 | 0.465613236s | 2265664 B
            26157256 | 0.324377457s | 2269936 B
            26206515 | 0.328938728s | 2274208 B
            26255774 | 0.344143905s | 2278488 B
            26305033 | 0.341295067s | 2282760 B
            26354292 | 0.343868720s | 2287032 B
            26403551 | 0.312105617s | 2291312 B
            26452810 | 0.326465836s | 2295584 B
            26502069 | 0.401098027s | 2299856 B
            26551328 | 0.326756186s | 2304136 B
            26600587 | 0.358620035s | 2308408 B
            26649846 | 0.413087436s | 2312680 B
            26699105 | 0.370904955s | 2316960 B
            26748364 | 0.377973674s | 2321232 B
            26797623 | 0.319700484s | 2325504 B
            26846882 | 0.344864628s | 2329784 B
            26896141 | 0.366712284s | 2334056 B
            26945400 | 0.397703155s | 2338336 B
            26994659 | 0.442552824s | 2342608 B
            27043918 | 0.380324704s | 2346880 B
            27093177 | 0.342606469s | 2351160 B
            27142436 | 0.386543604s | 2355432 B
            27191695 | 0.424506857s | 2359704 B
            27240954 | 0.461146955s | 2363984 B
            27290213 | 0.352517654s | 2368256 B
            27339472 | 0.405030563s | 2372528 B
            27388731 | 0.397580806s | 2376808 B
            27437990 | 0.404844986s | 2381080 B
            27487249 | 0.412311486s | 2385352 B
            27536508 | 0.375644641s | 2389632 B
            27585767 | 0.378679805s | 2393904 B
            27635026 | 0.514138886s | 2398176 B
            27684285 | 0.360955625s | 2402456 B
            27733544 | 0.395672572s | 2406728 B
            27782803 | 0.385725323s | 2411000 B
            27832062 | 0.379041586s | 2415280 B
            27881321 | 0.406492304s | 2419552 B
            27930580 | 0.429595911s | 2423824 B
            27979839 | 0.440728285s | 2428104 B
            28029098 | 0.351682974s | 2432376 B
            28078357 | 0.398885566s | 2436648 B
            28127616 | 0.362551274s | 2440928 B
            28176875 | 0.381663136s | 2445200 B
            28226134 | 0.441510619s | 2449472 B
            28275393 | 0.381927287s | 2453752 B
            28324652 | 0.395497553s | 2458024 B
            28373911 | 0.397735741s | 2462296 B
            28423170 | 0.356207228s | 2466576 B
            28472429 | 0.453383297s | 2470848 B
            28521688 | 0.519029865s | 2475120 B
            28570947 | 0.442872164s | 2479400 B
            28620206 | 0.371027744s | 2483672 B
            28669465 | 0.535374094s | 2487944 B
            28718724 | 0.445674389s | 2492224 B
            28767983 | 0.401758217s | 2496496 B
            28817242 | 0.469069798s | 2500768 B
            28866501 | 0.501289730s | 2505048 B
            28915760 | 0.489080153s | 2509320 B
            28965019 | 0.426896323s | 2513592 B
            29014278 | 0.348564077s | 2517872 B
            29063537 | 0.361997106s | 2522144 B
            29112796 | 0.371778947s | 2526416 B
            29162055 | 0.367408014s | 2530696 B
            29211314 | 0.429672090s | 2534968 B
            29260573 | 0.456987518s | 2539240 B
            29309832 | 0.484001459s | 2543520 B
            29359091 | 0.482979301s | 2547792 B
            29408350 | 0.437685130s | 2552064 B
            29457609 | 0.370565048s | 2556344 B
            29506868 | 0.543565496s | 2560616 B
            29556127 | 0.359782929s | 2564888 B
            29605386 | 0.423828599s | 2569168 B
            29654645 | 0.470908751s | 2573440 B
            29703904 | 0.624550733s | 2577712 B
            29753163 | 0.544054110s | 2581992 B
            29802422 | 0.437614811s | 2586264 B
            29851681 | 0.431004335s | 2590536 B
            29900940 | 0.445579461s | 2594816 B
            29950199 | 0.519785178s | 2599088 B
            29999458 | 0.442305525s | 2603360 B
            30048717 | 0.572910583s | 2607640 B
            30097976 | 0.465961252s | 2611912 B
            30147235 | 0.445376270s | 2616192 B
            30196494 | 0.440175271s | 2620464 B
            30245753 | 0.649849108s | 2624736 B
            30295012 | 0.458062504s | 2629016 B
            30344271 | 0.621579469s | 2633288 B
            30393530 | 0.484848287s | 2637560 B
            30442789 | 0.470587205s | 2641840 B
            30492048 | 0.547910769s | 2646112 B
            30541307 | 0.464955440s | 2650384 B
            30590566 | 0.490299312s | 2654664 B
            30639825 | 0.563746421s | 2658936 B
            30689084 | 0.559708221s | 2663208 B
            30738343 | 0.688444681s | 2667488 B
            30787602 | 0.653869405s | 2671760 B
            30836861 | 0.660691094s | 2676032 B
            30886120 | 0.702194091s | 2680312 B
            30935379 | 0.670105240s | 2684584 B
            30984638 | 0.668933263s | 2688856 B
            31033897 | 0.679299701s | 2693136 B
            31083156 | 0.763778659s | 2697408 B
            31132415 | 0.626289409s | 2701680 B
            31181674 | 0.526117987s | 2705960 B
            31230933 | 0.598947416s | 2710232 B
            31280192 | 0.619193208s | 2714504 B
            31329451 | 0.482130043s | 2718784 B
            31378710 | 0.486223563s | 2723056 B
            31427969 | 0.550920276s | 2727328 B
            31477228 | 0.608536773s | 2731608 B
            31526487 | 0.615899515s | 2735880 B
            31575746 | 0.581630521s | 2740152 B
            31625005 | 0.608595405s | 2744432 B
            31674264 | 0.610606764s | 2748704 B
            31723523 | 0.664051471s | 2752976 B
            31772782 | 0.646045550s | 2757256 B
            31822041 | 0.657915983s | 2761528 B
            31871300 | 0.646728733s | 2765800 B
            31920559 | 0.609309849s | 2770080 B
            31969818 | 0.661106804s | 2774352 B
            32019077 | 0.596718339s | 2778624 B
            32068336 | 0.599202050s | 2782904 B
            32117595 | 0.572815870s | 2787176 B
            32166854 | 0.530771682s | 2791448 B
            32216113 | 0.469696100s | 2795728 B
            32265372 | 0.593414580s | 2800000 B
            32314631 | 0.598477096s | 2804272 B
            32363890 | 0.620680129s | 2808552 B
            32413149 | 0.627818304s | 2812824 B
            32462408 | 0.595871832s | 2817096 B
            32511667 | 0.605284074s | 2821376 B
            32560926 | 0.599363813s | 2825648 B
            32610185 | 0.654006707s | 2829920 B
            32659444 | 0.617721178s | 2834200 B
            32708703 | 0.645614753s | 2838472 B
            32757962 | 0.613822506s | 2842744 B
            32807221 | 0.536398351s | 2847024 B
            32856480 | 0.545194194s | 2851296 B
            32905739 | 0.465263492s | 2855568 B
            32954998 | 0.469311348s | 2859848 B
            33004257 | 0.578278994s | 2864120 B
            33053516 | 0.454852366s | 2868392 B
            33102775 | 0.446820840s | 2872672 B
            33152034 | 0.599540781s | 2876944 B
            33201293 | 0.490633148s | 2881224 B
            33250552 | 0.469080870s | 2885496 B
            33299811 | 0.495474464s | 2889768 B
            33349070 | 0.512177907s | 2894048 B
            33398329 | 0.591262844s | 2898320 B
            33447588 | 0.525557516s | 2902592 B
            33496847 | 0.398824047s | 2906872 B
            33546106 | 0.406912790s | 2911144 B
            33595365 | 0.534847477s | 2915416 B
            33644624 | 0.594637917s | 2919696 B
            33693883 | 0.468414544s | 2923968 B
            33743142 | 0.439452728s | 2928240 B
            33792401 | 0.573881748s | 2932520 B
            33841660 | 0.384474508s | 2936792 B
            33890919 | 0.588086497s | 2941064 B
            33940178 | 0.415969295s | 2945344 B
            33989437 | 0.541714183s | 2949616 B
            34038696 | 0.622697938s | 2953888 B
            34087955 | 0.513371554s | 2958168 B
            34137214 | 0.535098725s | 2962440 B
            34186473 | 0.537463489s | 2966712 B
            34235732 | 0.632873379s | 2970992 B
            34284991 | 0.510018420s | 2975264 B
            34334250 | 0.594815281s | 2979536 B
            34383509 | 0.529167200s | 2983816 B
            34432768 | 0.591422206s | 2988088 B
            34482027 | 0.516178234s | 2992360 B
            34531286 | 0.485944643s | 2996640 B
            34580545 | 0.445426068s | 3000912 B
            34629804 | 0.452813016s | 3005184 B
            34679063 | 0.404016718s | 3009464 B
            34728322 | 0.449505779s | 3013736 B
            34777581 | 0.463127707s | 3018008 B
            34826840 | 0.534775540s | 3022288 B
            34876099 | 0.440474876s | 3026560 B
            34925358 | 0.465152355s | 3030832 B
