#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
                7521 | 0.006343407s | 656 B
                7679 | 0.006897903s | 672 B
                7837 | 0.007928403s | 680 B
                7995 | 0.008566954s | 696 B
                8153 | 0.009093941s | 712 B
                8311 | 0.010266381s | 728 B
                8469 | 0.010828952s | 736 B
                8627 | 0.008250784s | 752 B
                8785 | 0.006437551s | 768 B
                8943 | 0.006750699s | 776 B
                9101 | 0.007078119s | 792 B
                9259 | 0.007007616s | 808 B
                9417 | 0.007278962s | 824 B
                9575 | 0.006542704s | 832 B
                9733 | 0.007471458s | 848 B
                9891 | 0.009379578s | 864 B
               10049 | 0.006972829s | 872 B
               10207 | 0.007731836s | 888 B
               10365 | 0.009961417s | 904 B
               10523 | 0.007680576s | 920 B
               10681 | 0.007973162s | 928 B
               10839 | 0.009230120s | 944 B
               10997 | 0.008163362s | 960 B
               11155 | 0.009532211s | 968 B
               11313 | 0.009944784s | 984 B
               11471 | 0.008930649s | 1000 B
               11629 | 0.009016024s | 1016 B
               11787 | 0.009383630s | 1024 B
               11945 | 0.009309717s | 1040 B
               12103 | 0.010846873s | 1056 B
               12261 | 0.009904711s | 1064 B
               12419 | 0.009975274s | 1080 B
               12577 | 0.010219060s | 1096 B
               12735 | 0.010660735s | 1112 B
               12893 | 0.010640891s | 1120 B
               13051 | 0.011229840s | 1136 B
               13209 | 0.011247086s | 1152 B
               13367 | 0.011756647s | 1160 B
               13525 | 0.021087117s | 1176 B
               13683 | 0.012687626s | 1192 B
               13841 | 0.012887835s | 1208 B
               13999 | 0.012544813s | 1216 B
               14157 | 0.013823446s | 1232 B
               14315 | 0.021485024s | 1248 B
               14473 | 0.014885086s | 1256 B
               14631 | 0.014781314s | 1272 B
               14789 | 0.013674885s | 1288 B
               14947 | 0.014613563s | 1304 B
               15105 | 0.014260667s | 1312 B
               15263 | 0.019063174s | 1328 B
               15421 | 0.017816962s | 1344 B
               15579 | 0.015720753s | 1352 B
               15737 | 0.015010045s | 1368 B
               15895 | 0.015189458s | 1384 B
               16053 | 0.016738092s | 1400 B
               16211 | 0.016190748s | 1408 B
               16369 | 0.017734573s | 1424 B
               16527 | 0.018511660s | 1440 B
               16685 | 0.016990438s | 1448 B
               16843 | 0.020824816s | 1464 B
               17001 | 0.017576115s | 1480 B
               17159 | 0.018744588s | 1496 B
               17317 | 0.019198031s | 1504 B
               17475 | 0.019727930s | 1520 B
               17633 | 0.022942722s | 1536 B
               17791 | 0.021682510s | 1544 B
               17949 | 0.021035403s | 1560 B
               18107 | 0.020275242s | 1576 B
               18265 | 0.020570200s | 1592 B
               18423 | 0.023414375s | 1600 B
               18581 | 0.024170916s | 1616 B
               18739 | 0.023195953s | 1632 B
               18897 | 0.024688059s | 1640 B
               19055 | 0.023475763s | 1656 B
               19213 | 0.022786793s | 1672 B
               19371 | 0.022950547s | 1688 B
               19529 | 0.023015185s | 1696 B
               19687 | 0.023112782s | 1712 B
               19845 | 0.024798464s | 1728 B
               20003 | 0.023197901s | 1736 B
               20161 | 0.027151011s | 1752 B
               20319 | 0.024431164s | 1768 B
               20477 | 0.026465108s | 1784 B
               20635 | 0.028070038s | 1792 B
               20793 | 0.034342104s | 1808 B
               20951 | 0.028216629s | 1824 B
               21109 | 0.037840817s | 1832 B
               21267 | 0.033056666s | 1848 B
               21425 | 0.040305847s | 1864 B
               21583 | 0.039610906s | 1880 B
               21741 | 0.040222006s | 1888 B
               21899 | 0.039568626s | 1904 B
               22057 | 0.028598972s | 1920 B
               22215 | 0.028382709s | 1928 B
               22373 | 0.027283935s | 1944 B
               22531 | 0.033164191s | 1960 B
               22689 | 0.029038917s | 1976 B
               22847 | 0.030684282s | 1984 B
               23005 | 0.030268463s | 2000 B
               23163 | 0.031993897s | 2016 B
               23321 | 0.031927884s | 2024 B
               23479 | 0.032293918s | 2040 B
               23637 | 0.031411031s | 2056 B
               23795 | 0.031296470s | 2072 B
               23953 | 0.032627161s | 2080 B
               24111 | 0.033048012s | 2096 B
               24269 | 0.031518715s | 2112 B
               24427 | 0.031879841s | 2120 B
               24585 | 0.044296540s | 2136 B
               24743 | 0.037201785s | 2152 B
               24901 | 0.036936487s | 2168 B
               25059 | 0.033554519s | 2176 B
               25217 | 0.035997159s | 2192 B
               25375 | 0.034455332s | 2208 B
               25533 | 0.037854560s | 2216 B
               25691 | 0.035176354s | 2232 B
               25849 | 0.035348765s | 2248 B
               26007 | 0.035744274s | 2264 B
               26165 | 0.036599487s | 2272 B
               26323 | 0.036595615s | 2288 B
               26481 | 0.047992915s | 2304 B
               26639 | 0.048269429s | 2312 B
               26797 | 0.042060808s | 2328 B
               26955 | 0.040570967s | 2344 B
               27113 | 0.057048900s | 2360 B
               27271 | 0.055453059s | 2368 B
               27429 | 0.049613954s | 2384 B
               27587 | 0.042855348s | 2400 B
               27745 | 0.040270785s | 2408 B
               27903 | 0.040685074s | 2424 B
               28061 | 0.041009892s | 2440 B
               28219 | 0.041578639s | 2456 B
               28377 | 0.041954281s | 2464 B
               28535 | 0.042254878s | 2480 B
               28693 | 0.049495160s | 2496 B
               28851 | 0.056044469s | 2504 B
               29009 | 0.043953730s | 2520 B
               29167 | 0.046997347s | 2536 B
               29325 | 0.045648712s | 2552 B
               29483 | 0.047905055s | 2560 B
               29641 | 0.045331914s | 2576 B
               29799 | 0.050377630s | 2592 B
               29957 | 0.062181919s | 2600 B
               30115 | 0.055068353s | 2616 B
               30273 | 0.049824730s | 2632 B
               30431 | 0.047613125s | 2648 B
               30589 | 0.048060708s | 2656 B
               30747 | 0.048489700s | 2672 B
               30905 | 0.049022212s | 2688 B
               31063 | 0.052269820s | 2696 B
               31221 | 0.050540817s | 2712 B
               31379 | 0.051614892s | 2728 B
               31537 | 0.051252125s | 2744 B
               31695 | 0.054630629s | 2752 B
               31853 | 0.051795823s | 2768 B
               32011 | 0.055649998s | 2784 B
               32169 | 0.054331779s | 2792 B
               32327 | 0.053098752s | 2808 B
               32485 | 0.053582937s | 2824 B
               32643 | 0.054034980s | 2840 B
               32801 | 0.055014032s | 2848 B
               32959 | 0.056431102s | 2864 B
               33117 | 0.059047555s | 2880 B
               33275 | 0.070154486s | 2888 B
               33433 | 0.058099605s | 2904 B
               33591 | 0.063821902s | 2920 B
               33749 | 0.061575584s | 2936 B
               33907 | 0.058282904s | 2944 B
               34065 | 0.058680509s | 2960 B
               34223 | 0.061272792s | 2976 B
               34381 | 0.059676328s | 2984 B
               34539 | 0.060180981s | 3000 B
               34697 | 0.060665461s | 3016 B
               34855 | 0.063823768s | 3032 B
               35013 | 0.067307161s | 3040 B
               35171 | 0.067086444s | 3056 B
               35329 | 0.066577572s | 3072 B
               35487 | 0.073862303s | 3080 B
               35645 | 0.063993446s | 3096 B
               35803 | 0.069693930s | 3112 B
               35961 | 0.081132643s | 3128 B
               36119 | 0.070012829s | 3136 B
               36277 | 0.066916723s | 3152 B
               36435 | 0.067969735s | 3168 B
               36593 | 0.071353482s | 3176 B
               36751 | 0.077844861s | 3192 B
               36909 | 0.074469633s | 3208 B
               37067 | 0.096604031s | 3224 B
               37225 | 0.069160459s | 3232 B
               37383 | 0.071625833s | 3248 B
               37541 | 0.070655368s | 3264 B
               37699 | 0.070623578s | 3272 B
               37857 | 0.075315882s | 3288 B
               38015 | 0.086967556s | 3304 B
               38173 | 0.078766705s | 3320 B
               38331 | 0.096677501s | 3328 B
               38489 | 0.077700735s | 3344 B
               38647 | 0.076142860s | 3360 B
               38805 | 0.092161177s | 3368 B
               38963 | 0.100859176s | 3384 B
               39121 | 0.086234150s | 3400 B
               39279 | 0.080885717s | 3416 B
               39437 | 0.086303987s | 3424 B
               39595 | 0.080452198s | 3440 B
               39753 | 0.083489919s | 3456 B
               39911 | 0.105377444s | 3464 B
               40069 | 0.117062354s | 3480 B
               40227 | 0.086886783s | 3496 B
               40385 | 0.087060222s | 3512 B
               40543 | 0.094143170s | 3520 B
               40701 | 0.088808198s | 3536 B
               40859 | 0.082994625s | 3552 B
               41017 | 0.085992656s | 3560 B
               41175 | 0.090126230s | 3576 B
               41333 | 0.124060555s | 3592 B
               41491 | 0.100021744s | 3608 B
               41649 | 0.105255133s | 3616 B
               41807 | 0.113700909s | 3632 B
               41965 | 0.114872722s | 3648 B
               42123 | 0.111096711s | 3656 B
               42281 | 0.094185124s | 3672 B
               42439 | 0.093234913s | 3688 B
               42597 | 0.093077875s | 3704 B
               42755 | 0.092088642s | 3712 B
               42913 | 0.091177691s | 3728 B
               43071 | 0.091038256s | 3744 B
               43229 | 0.091759997s | 3752 B
               43387 | 0.093629379s | 3768 B
               43545 | 0.095570326s | 3784 B
               43703 | 0.093981445s | 3800 B
               43861 | 0.100994257s | 3808 B
               44019 | 0.097362880s | 3824 B
               44177 | 0.097708381s | 3840 B
               44335 | 0.096235936s | 3848 B
               44493 | 0.103714561s | 3864 B
               44651 | 0.109212236s | 3880 B
               44809 | 0.103738539s | 3896 B
               44967 | 0.102834044s | 3904 B
               45125 | 0.104475486s | 3920 B
               45283 | 0.108041959s | 3936 B
               45441 | 0.107053172s | 3944 B
               45599 | 0.104713276s | 3960 B
               45757 | 0.111195789s | 3976 B
               45915 | 0.103583355s | 3992 B
               46073 | 0.111447772s | 4000 B
               46231 | 0.105731190s | 4016 B
               46389 | 0.105371355s | 4032 B
               46547 | 0.108436563s | 4040 B
               46705 | 0.115562480s | 4056 B
               46863 | 0.119251223s | 4072 B
               47021 | 0.110424808s | 4088 B
               47179 | 0.110870814s | 4096 B
               47337 | 0.115701693s | 4112 B
               47495 | 0.112522921s | 4128 B
               47653 | 0.111240348s | 4136 B
               47811 | 0.129431520s | 4152 B
               47969 | 0.126894586s | 4168 B
               48127 | 0.124122006s | 4184 B
               48285 | 0.115320533s | 4192 B
               48443 | 0.115893838s | 4208 B
               48601 | 0.116858097s | 4224 B
               48759 | 0.121874342s | 4232 B
               48917 | 0.118960882s | 4248 B
               49075 | 0.127266543s | 4264 B
               49233 | 0.152331581s | 4280 B
               49391 | 0.141841538s | 4288 B
               49549 | 0.130840966s | 4304 B
               49707 | 0.125624067s | 4320 B
               49865 | 0.126295359s | 4328 B
               50023 | 0.134550518s | 4344 B
               50181 | 0.130139474s | 4360 B
               50339 | 0.128817902s | 4376 B
               50497 | 0.127100132s | 4384 B
               50655 | 0.166855387s | 4400 B
               50813 | 0.135956851s | 4416 B
               50971 | 0.147731502s | 4424 B
               51129 | 0.145499090s | 4440 B
               51287 | 0.132218388s | 4456 B
               51445 | 0.138988931s | 4472 B
               51603 | 0.136447974s | 4480 B
               51761 | 0.134655443s | 4496 B
               51919 | 0.149200175s | 4512 B
               52077 | 0.134115523s | 4520 B
               52235 | 0.136878764s | 4536 B
               52393 | 0.135069217s | 4552 B
               52551 | 0.142006444s | 4568 B
               52709 | 0.183535284s | 4576 B
               52867 | 0.150838456s | 4592 B
               53025 | 0.208619516s | 4608 B
               53183 | 0.157492701s | 4616 B
               53341 | 0.148802880s | 4632 B
               53499 | 0.149929565s | 4648 B
               53657 | 0.142802042s | 4664 B
               53815 | 0.144739814s | 4672 B
               53973 | 0.158104982s | 4688 B
               54131 | 0.149598123s | 4704 B
               54289 | 0.152129872s | 4712 B
               54447 | 0.149794994s | 4728 B
               54605 | 0.152672291s | 4744 B
               54763 | 0.155603439s | 4760 B
               54921 | 0.148908906s | 4768 B
               55079 | 0.152846927s | 4784 B
               55237 | 0.165928796s | 4800 B
               55395 | 0.155630910s | 4808 B
               55553 | 0.159412754s | 4824 B
               55711 | 0.155184559s | 4840 B
               55869 | 0.153587483s | 4856 B
               56027 | 0.163712695s | 4864 B
               56185 | 0.167478954s | 4880 B
               56343 | 0.157253900s | 4896 B
               56501 | 0.158037536s | 4904 B
               56659 | 0.159475157s | 4920 B
               56817 | 0.162416797s | 4936 B
               56975 | 0.161430253s | 4952 B
               57133 | 0.161598583s | 4960 B
               57291 | 0.199708969s | 4976 B
               57449 | 0.170215255s | 4992 B
               57607 | 0.251529093s | 5000 B
               57765 | 0.190975120s | 5016 B
               57923 | 0.213350853s | 5032 B
               58081 | 0.218733029s | 5048 B
               58239 | 0.166563009s | 5056 B
               58397 | 0.168272328s | 5072 B
               58555 | 0.169956788s | 5088 B
               58713 | 0.187037619s | 5096 B
               58871 | 0.184418380s | 5112 B
               59029 | 0.182052498s | 5128 B
               59187 | 0.181673710s | 5144 B
               59345 | 0.176233751s | 5152 B
               59503 | 0.191294582s | 5168 B
               59661 | 0.197834801s | 5184 B
               59819 | 0.289867390s | 5192 B
               59977 | 0.288755624s | 5208 B
               60135 | 0.207641348s | 5224 B
               60293 | 0.208465341s | 5240 B
               60451 | 0.203558250s | 5248 B
               60609 | 0.217152838s | 5264 B
               60767 | 0.328778888s | 5280 B
               60925 | 0.210464417s | 5288 B
               61083 | 0.237603005s | 5304 B
               61241 | 0.337710096s | 5320 B
               61399 | 0.230738216s | 5336 B
               61557 | 0.229572591s | 5344 B
               61715 | 0.220823097s | 5360 B
               61873 | 0.226945833s | 5376 B
               62031 | 0.215148565s | 5384 B
               62189 | 0.277527151s | 5400 B
               62347 | 0.261681494s | 5416 B
               62505 | 0.216332395s | 5432 B
               62663 | 0.246826167s | 5440 B
               62821 | 0.215641398s | 5456 B
               62979 | 0.244227338s | 5472 B
               63137 | 0.221667612s | 5480 B
               63295 | 0.286030004s | 5496 B
               63453 | 0.243004383s | 5512 B
               63611 | 0.229480333s | 5528 B
               63769 | 0.279404689s | 5536 B
               63927 | 0.292352725s | 5552 B
               64085 | 0.226501077s | 5568 B
               64243 | 0.231726914s | 5576 B
               64401 | 0.300662757s | 5592 B
               64559 | 0.227069809s | 5608 B
               64717 | 0.255567394s | 5624 B
               64875 | 0.271947417s | 5632 B
               65033 | 0.220611682s | 5648 B
               65191 | 0.231404604s | 5664 B
               65349 | 0.318735470s | 5672 B
               65507 | 0.239805257s | 5688 B
               65665 | 0.234397498s | 5704 B
               65823 | 0.244192724s | 5712 B
               65981 | 0.250288948s | 5728 B
               66139 | 0.258117953s | 5744 B
               66297 | 0.299797270s | 5760 B
               66455 | 0.260821080s | 5768 B
               66613 | 0.277564383s | 5784 B
               66771 | 0.265645656s | 5800 B
               66929 | 0.250915437s | 5808 B
               67087 | 0.245035411s | 5824 B
               67245 | 0.259190429s | 5840 B
               67403 | 0.271807165s | 5856 B
               67561 | 0.263759622s | 5864 B
               67719 | 0.249973200s | 5880 B
               67877 | 0.285657027s | 5896 B
               68035 | 0.309235060s | 5904 B
               68193 | 0.264503980s | 5920 B
               68351 | 0.253872685s | 5936 B
               68509 | 0.306502512s | 5952 B
               68667 | 0.295237171s | 5960 B
               68825 | 0.270275031s | 5976 B
               68983 | 0.254745969s | 5992 B
               69141 | 0.293999918s | 6000 B
               69299 | 0.262893078s | 6016 B
               69457 | 0.299783289s | 6032 B
               69615 | 0.268053912s | 6048 B
               69773 | 0.293853291s | 6056 B
               69931 | 0.326511439s | 6072 B
               70089 | 0.298153909s | 6088 B
               70247 | 0.283560871s | 6096 B
               70405 | 0.271887022s | 6112 B
               70563 | 0.270717060s | 6128 B
               70721 | 0.279700254s | 6144 B
               70879 | 0.374536958s | 6152 B
               71037 | 0.276184289s | 6168 B
               71195 | 0.274282332s | 6184 B
               71353 | 0.344255015s | 6192 B
               71511 | 0.274276135s | 6208 B
               71669 | 0.280738227s | 6224 B
               71827 | 0.278267785s | 6240 B
               71985 | 0.284858897s | 6248 B
               72143 | 0.452560218s | 6264 B
               72301 | 0.280504516s | 6280 B
               72459 | 0.317758814s | 6288 B
               72617 | 0.295505943s | 6304 B
               72775 | 0.308467477s | 6320 B
               72933 | 0.295812591s | 6336 B
               73091 | 0.314110603s | 6344 B
               73249 | 0.313963116s | 6360 B
               73407 | 0.292099512s | 6376 B
               73565 | 0.342140020s | 6384 B
               73723 | 0.430574746s | 6400 B
               73881 | 0.297982703s | 6416 B
               74039 | 0.309344913s | 6432 B
               74197 | 0.299156930s | 6440 B
               74355 | 0.286824507s | 6456 B
               74513 | 0.301078520s | 6472 B
               74671 | 0.317919705s | 6480 B
               74829 | 0.310151733s | 6496 B
               74987 | 0.307244325s | 6512 B
               75145 | 0.406061644s | 6528 B
               75303 | 0.308590303s | 6536 B
               75461 | 0.309357785s | 6552 B
               75619 | 0.331561026s | 6568 B
               75777 | 0.342506857s | 6576 B
               75935 | 0.307476081s | 6592 B
               76093 | 0.318311358s | 6608 B
               76251 | 0.308381467s | 6624 B
               76409 | 0.314719076s | 6632 B
               76567 | 0.347502344s | 6648 B
               76725 | 0.323215533s | 6664 B
               76883 | 0.320159305s | 6672 B
               77041 | 0.357054228s | 6688 B
               77199 | 0.415874103s | 6704 B
               77357 | 0.345663556s | 6720 B
               77515 | 0.349002027s | 6728 B
               77673 | 0.421138950s | 6744 B
               77831 | 0.361247960s | 6760 B
               77989 | 0.325444204s | 6768 B
               78147 | 0.406243773s | 6784 B
               78305 | 0.378428545s | 6800 B
               78463 | 0.376888123s | 6816 B
               78621 | 0.363398495s | 6824 B
               78779 | 0.407836681s | 6840 B
               78937 | 0.336404658s | 6856 B
               79095 | 0.392502498s | 6864 B
               79253 | 0.350201507s | 6880 B
               79411 | 0.372234077s | 6896 B
               79569 | 0.363826895s | 6912 B
               79727 | 0.386083773s | 6920 B
               79885 | 0.355767085s | 6936 B
               80043 | 0.355304833s | 6952 B
               80201 | 0.383054049s | 6960 B
               80359 | 0.356217121s | 6976 B
               80517 | 0.380928395s | 6992 B
               80675 | 0.368398377s | 7008 B
               80833 | 0.361101140s | 7016 B
               80991 | 0.394810396s | 7032 B
               81149 | 0.368817804s | 7048 B
               81307 | 0.499096350s | 7056 B
               81465 | 0.427313676s | 7072 B
               81623 | 0.381597838s | 7088 B
               81781 | 0.389289546s | 7104 B
               81939 | 0.431542438s | 7112 B
               82097 | 0.389104662s | 7128 B
               82255 | 0.475087724s | 7144 B
               82413 | 0.396071540s | 7152 B
               82571 | 0.395294414s | 7168 B
               82729 | 0.419130456s | 7184 B
               82887 | 0.383873102s | 7200 B
               83045 | 0.419193120s | 7208 B
               83203 | 0.502114847s | 7224 B
               83361 | 0.404263213s | 7240 B
               83519 | 0.384443045s | 7248 B
               83677 | 0.458812489s | 7264 B
               83835 | 0.410099762s | 7280 B
               83993 | 0.437479113s | 7296 B
               84151 | 0.417158737s | 7304 B
               84309 | 0.483536542s | 7320 B
               84467 | 0.392491027s | 7336 B
               84625 | 0.517043249s | 7344 B
               84783 | 0.423324405s | 7360 B
               84941 | 0.432917776s | 7376 B
               85099 | 0.419190738s | 7392 B
               85257 | 0.538850057s | 7400 B
               85415 | 0.404904288s | 7416 B
               85573 | 0.432087423s | 7432 B
               85731 | 0.415335033s | 7440 B
               85889 | 0.411743171s | 7456 B
               86047 | 0.479779440s | 7472 B
               86205 | 0.601163990s | 7488 B
               86363 | 0.421361025s | 7496 B
               86521 | 0.528295097s | 7512 B
               86679 | 0.470794268s | 7528 B
               86837 | 0.445000751s | 7536 B
               86995 | 0.519034006s | 7552 B
               87153 | 0.415867833s | 7568 B
               87311 | 0.473051732s | 7584 B
               87469 | 0.493671138s | 7592 B
               87627 | 0.434206386s | 7608 B
               87785 | 0.589254567s | 7624 B
               87943 | 0.506266554s | 7632 B
               88101 | 0.553749848s | 7648 B
               88259 | 0.464065610s | 7664 B
               88417 | 0.430683531s | 7680 B
               88575 | 0.444128268s | 7688 B
               88733 | 0.454576736s | 7704 B
               88891 | 0.529469682s | 7720 B
               89049 | 0.433268989s | 7728 B
               89207 | 0.472018198s | 7744 B
               89365 | 0.442027614s | 7760 B
               89523 | 0.487010346s | 7776 B
               89681 | 0.441529996s | 7784 B
               89839 | 0.477255023s | 7800 B
               89997 | 0.444752410s | 7816 B
               90155 | 0.493193374s | 7824 B
               90313 | 0.462197801s | 7840 B
               90471 | 0.456550374s | 7856 B
               90629 | 0.464250328s | 7872 B
               90787 | 0.596138696s | 7880 B
               90945 | 0.480559547s | 7896 B
               91103 | 0.452865021s | 7912 B
               91261 | 0.492581266s | 7920 B
               91419 | 0.451037673s | 7936 B
               91577 | 0.488138941s | 7952 B
               91735 | 0.464156310s | 7968 B
               91893 | 0.600638512s | 7976 B
               92051 | 0.517744097s | 7992 B
               92209 | 0.459973201s | 8008 B
               92367 | 0.534604662s | 8016 B
               92525 | 0.463367581s | 8032 B
               92683 | 0.485400468s | 8048 B
               92841 | 0.556755057s | 8064 B
               92999 | 0.479521208s | 8072 B
               93157 | 0.557926098s | 8088 B
               93315 | 0.497733926s | 8104 B
               93473 | 0.494629145s | 8112 B
               93631 | 0.476207836s | 8128 B
               93789 | 0.581941180s | 8144 B
               93947 | 0.494616435s | 8160 B
               94105 | 0.499264089s | 8168 B
               94263 | 0.493733457s | 8184 B
               94421 | 0.497968369s | 8200 B
               94579 | 0.489256895s | 8208 B
               94737 | 0.491658457s | 8224 B
               94895 | 0.513372508s | 8240 B
               95053 | 0.519000565s | 8256 B
               95211 | 0.560191332s | 8264 B
               95369 | 0.566390297s | 8280 B
               95527 | 0.511128121s | 8296 B
               95685 | 0.525839104s | 8304 B
               95843 | 0.549466701s | 8320 B
               96001 | 0.601509297s | 8336 B
               96159 | 0.517088009s | 8352 B
               96317 | 0.615757193s | 8360 B
               96475 | 0.537705938s | 8376 B
               96633 | 0.573939931s | 8392 B
               96791 | 0.668757177s | 8400 B
               96949 | 0.675927765s | 8416 B
               97107 | 0.522928041s | 8432 B
               97265 | 0.549193511s | 8448 B
               97423 | 0.539913603s | 8456 B
               97581 | 0.638294110s | 8472 B
               97739 | 0.649735811s | 8488 B
               97897 | 0.610315962s | 8496 B
               98055 | 0.632273129s | 8512 B
               98213 | 0.527650136s | 8528 B
               98371 | 0.611416138s | 8544 B
               98529 | 0.558911855s | 8552 B
               98687 | 0.532972635s | 8568 B
               98845 | 0.598683556s | 8584 B
               99003 | 0.601833521s | 8592 B
               99161 | 0.546473472s | 8608 B
               99319 | 0.627741360s | 8624 B
               99477 | 0.558118844s | 8640 B
               99635 | 0.561559009s | 8648 B
               99793 | 0.585898181s | 8664 B
               99951 | 0.750927300s | 8680 B
              100109 | 0.785703137s | 8688 B
              100267 | 0.677293589s | 8704 B
              100425 | 0.732448998s | 8720 B
              100583 | 0.580957004s | 8736 B
              100741 | 0.603206940s | 8744 B
              100899 | 0.600178100s | 8760 B
              101057 | 0.590451278s | 8776 B
              101215 | 0.622788000s | 8784 B
              101373 | 0.697176657s | 8800 B
              101531 | 0.639546279s | 8816 B
              101689 | 0.666922327s | 8832 B
              101847 | 0.623574879s | 8840 B
              102005 | 0.597020954s | 8856 B
              102163 | 0.615846969s | 8872 B
              102321 | 0.609491658s | 8880 B
              102479 | 0.624251600s | 8896 B
              102637 | 0.611508379s | 8912 B
              102795 | 0.626202862s | 8928 B
              102953 | 0.632564830s | 8936 B
              103111 | 0.736740607s | 8952 B
              103269 | 0.620087177s | 8968 B
              103427 | 0.645449004s | 8976 B
              103585 | 0.667423381s | 8992 B
              103743 | 0.662022921s | 9008 B
              103901 | 0.699716943s | 9024 B
              104059 | 0.627439350s | 9032 B
              104217 | 0.640168433s | 9048 B
              104375 | 0.637348853s | 9064 B
              104533 | 0.643130274s | 9072 B
              104691 | 0.650060026s | 9088 B
              104849 | 0.645633535s | 9104 B
              105007 | 0.632550655s | 9120 B
              105165 | 0.656208880s | 9128 B
              105323 | 0.664148429s | 9144 B
              105481 | 0.651648861s | 9160 B
              105639 | 0.718461014s | 9168 B
              105797 | 0.860020680s | 9184 B
              105955 | 0.644869985s | 9200 B
              106113 | 0.664769261s | 9216 B
              106271 | 0.638677890s | 9224 B
              106429 | 0.648317827s | 9240 B
              106587 | 0.661470779s | 9256 B
              106745 | 0.672230025s | 9264 B
              106903 | 0.735708649s | 9280 B
              107061 | 0.772986837s | 9296 B
              107219 | 0.863790022s | 9312 B
              107377 | 0.658221213s | 9320 B
              107535 | 0.796843636s | 9336 B
              107693 | 0.776527837s | 9352 B
              107851 | 0.677138772s | 9360 B
              108009 | 0.688605963s | 9376 B
              108167 | 0.664398284s | 9392 B
              108325 | 0.909186749s | 9408 B
              108483 | 0.918837794s | 9416 B
              108641 | 0.806624171s | 9432 B
              108799 | 0.968720143s | 9448 B
              108957 | 0.808164518s | 9456 B
              109115 | 0.977997416s | 9472 B
              109273 | 0.694697920s | 9488 B
              109431 | 0.751885635s | 9504 B
              109589 | 0.687870681s | 9512 B
              109747 | 0.711801325s | 9528 B
              109905 | 0.700554742s | 9544 B
              110063 | 0.792103381s | 9552 B
              110221 | 0.850367674s | 9568 B
              110379 | 0.751428149s | 9584 B
              110537 | 0.747347462s | 9600 B
              110695 | 0.718586864s | 9608 B
              110853 | 0.742609714s | 9624 B
              111011 | 0.710285043s | 9640 B
              111169 | 0.835019792s | 9648 B
              111327 | 0.712990996s | 9664 B
              111485 | 0.738275211s | 9680 B
              111643 | 0.855718483s | 9696 B
              111801 | 0.708724653s | 9704 B
              111959 | 0.724498193s | 9720 B
              112117 | 0.750880922s | 9736 B
              112275 | 0.705022939s | 9744 B
              112433 | 0.705544060s | 9760 B
              112591 | 0.928446164s | 9776 B
              112749 | 0.756228698s | 9792 B
              112907 | 0.728086944s | 9800 B
              113065 | 0.720190294s | 9816 B
              113223 | 0.974743359s | 9832 B
              113381 | 0.908535099s | 9840 B
              113539 | 0.735865305s | 9856 B
              113697 | 0.745860086s | 9872 B
              113855 | 0.871513076s | 9888 B
              114013 | 0.779099572s | 9896 B
              114171 | 0.728475774s | 9912 B
              114329 | 0.746402010s | 9928 B
              114487 | 0.734651013s | 9936 B
              114645 | 0.804884627s | 9952 B
              114803 | 1.004413032s | 9968 B
              114961 | 0.746811456s | 9984 B
              115119 | 0.730811525s | 9992 B
              115277 | 0.766680004s | 10008 B
              115435 | 0.752243439s | 10024 B
              115593 | 0.859264782s | 10032 B
              115751 | 0.752599133s | 10048 B
              115909 | 0.989479214s | 10064 B
              116067 | 0.797541476s | 10080 B
              116225 | 0.786408576s | 10088 B
              116383 | 0.789232514s | 10104 B
              116541 | 0.786387481s | 10120 B
              116699 | 0.836048903s | 10128 B
              116857 | 0.755998039s | 10144 B
              117015 | 0.760348718s | 10160 B
              117173 | 0.810393131s | 10176 B
              117331 | 0.843832780s | 10184 B
              117489 | 0.875755956s | 10200 B
              117647 | 0.768531747s | 10216 B
              117805 | 0.766732430s | 10224 B
              117963 | 0.786019406s | 10240 B
              118121 | 0.802459982s | 10256 B
              118279 | 0.793662363s | 10272 B
              118437 | 1.011636252s | 10280 B
              118595 | 0.880970539s | 10296 B
              118753 | 0.810252816s | 10312 B
              118911 | 0.802249155s | 10320 B
              119069 | 0.830061144s | 10336 B
              119227 | 0.805587826s | 10352 B
              119385 | 0.825621520s | 10368 B
              119543 | 0.848502914s | 10376 B
              119701 | 1.012359805s | 10392 B
              119859 | 0.812314352s | 10408 B
              120017 | 1.085453697s | 10416 B
              120175 | 1.031964390s | 10432 B
              120333 | 0.866565890s | 10448 B
              120491 | 0.817743401s | 10464 B
              120649 | 0.839554521s | 10472 B
              120807 | 0.853371278s | 10488 B
              120965 | 0.997287772s | 10504 B
              121123 | 0.868882122s | 10512 B
              121281 | 0.867345019s | 10528 B
              121439 | 0.875838397s | 10544 B
              121597 | 0.850378545s | 10560 B
              121755 | 0.861236836s | 10568 B
              121913 | 0.915043715s | 10584 B
              122071 | 0.960067569s | 10600 B
              122229 | 0.862471350s | 10608 B
              122387 | 0.926896643s | 10624 B
              122545 | 1.138503753s | 10640 B
              122703 | 1.040701139s | 10656 B
              122861 | 0.892199342s | 10664 B
              123019 | 1.000200300s | 10680 B
              123177 | 0.869621103s | 10696 B
              123335 | 0.922843539s | 10704 B
              123493 | 0.892455902s | 10720 B
