#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
             5811301 | 0.023689964s | 504312 B
             5987379 | 0.025163894s | 519592 B
             6163457 | 0.025745622s | 534872 B
             6339535 | 0.024375091s | 550152 B
             6515613 | 0.025499404s | 565432 B
             6691691 | 0.027430168s | 580712 B
             6867769 | 0.028827169s | 595992 B
             7043847 | 0.029336722s | 611272 B
             7219925 | 0.027685003s | 626552 B
             7396003 | 0.031117761s | 641832 B
             7572081 | 0.036629051s | 657112 B
             7748159 | 0.047176943s | 672392 B
             7924237 | 0.032489097s | 687672 B
             8100315 | 0.032110884s | 702952 B
             8276393 | 0.031765040s | 718232 B
             8452471 | 0.035974192s | 733512 B
             8628549 | 0.030858919s | 748792 B
             8804627 | 0.033054115s | 764072 B
             8980705 | 0.041287445s | 779352 B
             9156783 | 0.041030372s | 794632 B
             9332861 | 0.044143398s | 809912 B
             9508939 | 0.045158548s | 825192 B
             9685017 | 0.045084974s | 840472 B
             9861095 | 0.049314739s | 855752 B
            10037173 | 0.044798007s | 871032 B
            10213251 | 0.044077016s | 886312 B
            10389329 | 0.044565471s | 901592 B
            10565407 | 0.049235030s | 916872 B
            10741485 | 0.045226271s | 932152 B
            10917563 | 0.049929221s | 947432 B
            11093641 | 0.048869491s | 962712 B
            11269719 | 0.047780739s | 977992 B
            11445797 | 0.047512532s | 993272 B
            11621875 | 0.047576431s | 1008552 B
            11797953 | 0.062991391s | 1023832 B
            11974031 | 0.060068941s | 1039112 B
            12150109 | 0.055775443s | 1054392 B
            12326187 | 0.058470849s | 1069672 B
            12502265 | 0.060080701s | 1084952 B
            12678343 | 0.055419400s | 1100232 B
            12854421 | 0.054422826s | 1115512 B
            13030499 | 0.053592414s | 1130792 B
            13206577 | 0.055550009s | 1146072 B
            13382655 | 0.056534190s | 1161352 B
            13558733 | 0.062742634s | 1176632 B
            13734811 | 0.068598870s | 1191912 B
            13910889 | 0.064751444s | 1207192 B
            14086967 | 0.071772271s | 1222472 B
            14263045 | 0.063539015s | 1237752 B
            14439123 | 0.068961865s | 1253032 B
            14615201 | 0.065473417s | 1268312 B
            14791279 | 0.072819293s | 1283592 B
            14967357 | 0.093547958s | 1298872 B
            15143435 | 0.076330598s | 1314152 B
            15319513 | 0.068120005s | 1329432 B
            15495591 | 0.068785376s | 1344712 B
            15671669 | 0.069979649s | 1359992 B
            15847747 | 0.067122171s | 1375272 B
            16023825 | 0.072848625s | 1390552 B
            16199903 | 0.073704208s | 1405832 B
            16375981 | 0.072304059s | 1421112 B
            16552059 | 0.074205161s | 1436392 B
            16728137 | 0.070629201s | 1451672 B
            16904215 | 0.071353550s | 1466952 B
            17080293 | 0.069630772s | 1482232 B
            17256371 | 0.076172511s | 1497512 B
            17432449 | 0.084401196s | 1512792 B
            17608527 | 0.075550225s | 1528080 B
            17784605 | 0.094277885s | 1543360 B
            17960683 | 0.097863906s | 1558640 B
            18136761 | 0.094161555s | 1573920 B
            18312839 | 0.098020970s | 1589200 B
            18488917 | 0.094111182s | 1604480 B
            18664995 | 0.096413372s | 1619760 B
            18841073 | 0.099415907s | 1635040 B
            19017151 | 0.103105986s | 1650320 B
            19193229 | 0.100508807s | 1665600 B
            19369307 | 0.109764890s | 1680880 B
            19545385 | 0.097128244s | 1696160 B
            19721463 | 0.105612802s | 1711440 B
            19897541 | 0.102817820s | 1726720 B
            20073619 | 0.104450732s | 1742000 B
            20249697 | 0.106706013s | 1757280 B
            20425775 | 0.103779747s | 1772560 B
            20601853 | 0.099569825s | 1787840 B
            20777931 | 0.102148359s | 1803120 B
            20954009 | 0.111224291s | 1818400 B
            21130087 | 0.118044570s | 1833680 B
            21306165 | 0.102644350s | 1848960 B
            21482243 | 0.108253506s | 1864240 B
            21658321 | 0.100769765s | 1879520 B
            21834399 | 0.100440382s | 1894800 B
            22010477 | 0.107049240s | 1910080 B
            22186555 | 0.103330788s | 1925360 B
            22362633 | 0.104908711s | 1940640 B
            22538711 | 0.099490723s | 1955920 B
            22714789 | 0.116637921s | 1971200 B
            22890867 | 0.120193490s | 1986480 B
            23066945 | 0.109900349s | 2001760 B
            23243023 | 0.112101478s | 2017040 B
            23419101 | 0.127432425s | 2032320 B
            23595179 | 0.124858219s | 2047600 B
            23771257 | 0.125345347s | 2062880 B
            23947335 | 0.133843956s | 2078160 B
            24123413 | 0.129849430s | 2093440 B
            24299491 | 0.171588573s | 2108720 B
            24475569 | 0.136925163s | 2124000 B
            24651647 | 0.138608771s | 2139280 B
            24827725 | 0.139364153s | 2154560 B
            25003803 | 0.152823547s | 2169840 B
            25179881 | 0.139042341s | 2185120 B
            25355959 | 0.144842677s | 2200400 B
            25532037 | 0.146456667s | 2215680 B
            25708115 | 0.146874629s | 2230960 B
            25884193 | 0.130906720s | 2246240 B
            26060271 | 0.131131492s | 2261520 B
            26236349 | 0.128359583s | 2276800 B
            26412427 | 0.127770120s | 2292080 B
            26588505 | 0.136289339s | 2307360 B
            26764583 | 0.136421033s | 2322640 B
            26940661 | 0.159619655s | 2337920 B
            27116739 | 0.142184818s | 2353200 B
            27292817 | 0.148221567s | 2368480 B
            27468895 | 0.149313623s | 2383760 B
            27644973 | 0.141269718s | 2399040 B
            27821051 | 0.144133845s | 2414320 B
            27997129 | 0.149283739s | 2429600 B
            28173207 | 0.159406999s | 2444880 B
            28349285 | 0.140864619s | 2460160 B
            28525363 | 0.143472161s | 2475440 B
            28701441 | 0.151212974s | 2490720 B
            28877519 | 0.148467412s | 2506000 B
            29053597 | 0.199486281s | 2521280 B
            29229675 | 0.144651543s | 2536560 B
            29405753 | 0.162210967s | 2551840 B
            29581831 | 0.153329040s | 2567120 B
            29757909 | 0.152738621s | 2582400 B
            29933987 | 0.167214163s | 2597680 B
            30110065 | 0.184136218s | 2612960 B
            30286143 | 0.169122282s | 2628240 B
            30462221 | 0.175232655s | 2643520 B
            30638299 | 0.179865180s | 2658800 B
            30814377 | 0.156347405s | 2674080 B
            30990455 | 0.173526802s | 2689360 B
            31166533 | 0.168991715s | 2704640 B
            31342611 | 0.168883634s | 2719920 B
            31518689 | 0.184288452s | 2735200 B
            31694767 | 0.175645304s | 2750480 B
            31870845 | 0.171950321s | 2765760 B
            32046923 | 0.168785590s | 2781040 B
            32223001 | 0.167455366s | 2796320 B
            32399079 | 0.168732274s | 2811600 B
            32575157 | 0.176573607s | 2826880 B
            32751235 | 0.188938848s | 2842160 B
            32927313 | 0.162768414s | 2857440 B
            33103391 | 0.166859540s | 2872728 B
            33279469 | 0.172221991s | 2888008 B
            33455547 | 0.176753069s | 2903288 B
            33631625 | 0.166268552s | 2918568 B
            33807703 | 0.178274681s | 2933848 B
            33983781 | 0.171770112s | 2949128 B
            34159859 | 0.175740635s | 2964408 B
            34335937 | 0.178106408s | 2979688 B
            34512015 | 0.172048224s | 2994968 B
            34688093 | 0.166520767s | 3010248 B
            34864171 | 0.184959154s | 3025528 B
            35040249 | 0.175585173s | 3040808 B
            35216327 | 0.166972865s | 3056088 B
            35392405 | 0.168950480s | 3071368 B
            35568483 | 0.204681519s | 3086648 B
            35744561 | 0.203359607s | 3101928 B
            35920639 | 0.266232653s | 3117208 B
            36096717 | 0.277006358s | 3132488 B
            36272795 | 0.243214189s | 3147768 B
            36448873 | 0.264581024s | 3163048 B
            36624951 | 0.250727984s | 3178328 B
            36801029 | 0.306748267s | 3193608 B
            36977107 | 0.235579612s | 3208888 B
            37153185 | 0.243396081s | 3224168 B
            37329263 | 0.258147967s | 3239448 B
            37505341 | 0.237531336s | 3254728 B
            37681419 | 0.312896479s | 3270008 B
            37857497 | 0.276049727s | 3285288 B
            38033575 | 0.268430454s | 3300568 B
            38209653 | 0.251548858s | 3315848 B
            38385731 | 0.252979784s | 3331128 B
            38561809 | 0.272917893s | 3346408 B
            38737887 | 0.260298153s | 3361688 B
            38913965 | 0.250331539s | 3376968 B
            39090043 | 0.256813618s | 3392248 B
            39266121 | 0.264157182s | 3407528 B
            39442199 | 0.265462717s | 3422808 B
            39618277 | 0.242604355s | 3438088 B
            39794355 | 0.268093715s | 3453368 B
            39970433 | 0.265744240s | 3468648 B
            40146511 | 0.270400756s | 3483928 B
            40322589 | 0.255564886s | 3499208 B
            40498667 | 0.256507794s | 3514488 B
            40674745 | 0.266335419s | 3529768 B
            40850823 | 0.270654510s | 3545048 B
            41026901 | 0.260682116s | 3560328 B
            41202979 | 0.266233667s | 3575608 B
            41379057 | 0.269178069s | 3590888 B
            41555135 | 0.269997872s | 3606168 B
            41731213 | 0.264432206s | 3621448 B
            41907291 | 0.241015082s | 3636728 B
            42083369 | 0.294153080s | 3652008 B
            42259447 | 0.253035969s | 3667288 B
            42435525 | 0.259689093s | 3682568 B
            42611603 | 0.256194554s | 3697848 B
            42787681 | 0.256090944s | 3713128 B
            42963759 | 0.269694139s | 3728408 B
            43139837 | 0.266593490s | 3743688 B
            43315915 | 0.276235548s | 3758968 B
            43491993 | 0.269039499s | 3774248 B
            43668071 | 0.256341962s | 3789528 B
            43844149 | 0.250610078s | 3804808 B
            44020227 | 0.270341847s | 3820088 B
            44196305 | 0.273633716s | 3835368 B
            44372383 | 0.268308273s | 3850648 B
            44548461 | 0.251260099s | 3865928 B
            44724539 | 0.308903659s | 3881208 B
            44900617 | 0.291490994s | 3896488 B
            45076695 | 0.256850174s | 3911768 B
            45252773 | 0.252634943s | 3927048 B
            45428851 | 0.273005085s | 3942328 B
            45604929 | 0.297363387s | 3957608 B
            45781007 | 0.275012918s | 3972888 B
            45957085 | 0.282721375s | 3988168 B
            46133163 | 0.276876284s | 4003448 B
            46309241 | 0.327435826s | 4018728 B
            46485319 | 0.268201229s | 4034008 B
            46661397 | 0.254918524s | 4049288 B
            46837475 | 0.293715353s | 4064568 B
            47013553 | 0.311057598s | 4079848 B
            47189631 | 0.312511484s | 4095128 B
            47365709 | 0.297933208s | 4110408 B
            47541787 | 0.293272793s | 4125688 B
            47717865 | 0.317431588s | 4140968 B
            47893943 | 0.320003747s | 4156248 B
            48070021 | 0.312855075s | 4171528 B
            48246099 | 0.304997309s | 4186808 B
            48422177 | 0.306202414s | 4202088 B
            48598255 | 0.311576922s | 4217376 B
            48774333 | 0.340759212s | 4232656 B
            48950411 | 0.307150621s | 4247936 B
            49126489 | 0.347515421s | 4263216 B
            49302567 | 0.375131131s | 4278496 B
            49478645 | 0.332695363s | 4293776 B
            49654723 | 0.316488871s | 4309056 B
            49830801 | 0.402357979s | 4324336 B
            50006879 | 0.328814573s | 4339616 B
            50182957 | 0.343319757s | 4354896 B
            50359035 | 0.340692140s | 4370176 B
            50535113 | 0.376200094s | 4385456 B
            50711191 | 0.443699029s | 4400736 B
            50887269 | 0.465370040s | 4416016 B
            51063347 | 0.317915894s | 4431296 B
            51239425 | 0.303664497s | 4446576 B
            51415503 | 0.332300558s | 4461856 B
            51591581 | 0.298838712s | 4477136 B
            51767659 | 0.303070677s | 4492416 B
            51943737 | 0.314717832s | 4507696 B
            52119815 | 0.296981028s | 4522976 B
            52295893 | 0.315469712s | 4538256 B
            52471971 | 0.320638802s | 4553536 B
            52648049 | 0.312738540s | 4568816 B
            52824127 | 0.288921860s | 4584096 B
            53000205 | 0.325043531s | 4599376 B
            53176283 | 0.322489098s | 4614656 B
            53352361 | 0.304163299s | 4629936 B
            53528439 | 0.298727410s | 4645216 B
            53704517 | 0.344436929s | 4660496 B
            53880595 | 0.319169441s | 4675776 B
            54056673 | 0.365575046s | 4691056 B
            54232751 | 0.357890187s | 4706336 B
            54408829 | 0.356358795s | 4721616 B
            54584907 | 0.356375657s | 4736896 B
            54760985 | 0.368007829s | 4752176 B
            54937063 | 0.371702395s | 4767456 B
            55113141 | 0.351347418s | 4782736 B
            55289219 | 0.364037291s | 4798016 B
            55465297 | 0.367406839s | 4813296 B
            55641375 | 0.368183915s | 4828576 B
            55817453 | 0.349416306s | 4843856 B
            55993531 | 0.363673724s | 4859136 B
            56169609 | 0.373854304s | 4874416 B
            56345687 | 0.370726600s | 4889696 B
            56521765 | 0.358724884s | 4904976 B
            56697843 | 0.348050145s | 4920256 B
            56873921 | 0.391026050s | 4935536 B
            57049999 | 0.353095670s | 4950816 B
            57226077 | 0.339522346s | 4966096 B
            57402155 | 0.379286014s | 4981376 B
            57578233 | 0.362455214s | 4996656 B
            57754311 | 0.375384300s | 5011936 B
            57930389 | 0.349220300s | 5027216 B
            58106467 | 0.338329311s | 5042496 B
            58282545 | 0.346601193s | 5057776 B
            58458623 | 0.385038545s | 5073056 B
            58634701 | 0.349126538s | 5088336 B
            58810779 | 0.351934627s | 5103616 B
            58986857 | 0.374481616s | 5118896 B
            59162935 | 0.363898783s | 5134176 B
            59339013 | 0.351229765s | 5149456 B
            59515091 | 0.347930259s | 5164736 B
            59691169 | 0.371740288s | 5180016 B
            59867247 | 0.417196887s | 5195296 B
            60043325 | 0.418858596s | 5210576 B
            60219403 | 0.422613554s | 5225856 B
            60395481 | 0.370589099s | 5241136 B
            60571559 | 0.382154271s | 5256416 B
            60747637 | 0.395717396s | 5271696 B
            60923715 | 0.401478631s | 5286976 B
            61099793 | 0.383263714s | 5302256 B
            61275871 | 0.382784928s | 5317536 B
            61451949 | 0.373100135s | 5332816 B
            61628027 | 0.391727144s | 5348096 B
            61804105 | 0.401028807s | 5363376 B
            61980183 | 0.375069567s | 5378656 B
            62156261 | 0.375692161s | 5393936 B
            62332339 | 0.387921295s | 5409216 B
            62508417 | 0.411632368s | 5424496 B
            62684495 | 0.398902128s | 5439776 B
            62860573 | 0.396035852s | 5455056 B
            63036651 | 0.395943221s | 5470336 B
            63212729 | 0.394516292s | 5485616 B
            63388807 | 0.372190511s | 5500896 B
            63564885 | 0.410611352s | 5516176 B
            63740963 | 0.432156637s | 5531456 B
            63917041 | 0.397788330s | 5546736 B
            64093119 | 0.427256726s | 5562024 B
            64269197 | 0.397750274s | 5577304 B
            64445275 | 0.391433039s | 5592584 B
            64621353 | 0.404889987s | 5607864 B
            64797431 | 0.427099744s | 5623144 B
            64973509 | 0.425748500s | 5638424 B
            65149587 | 0.412448590s | 5653704 B
            65325665 | 0.399062512s | 5668984 B
            65501743 | 0.416501983s | 5684264 B
            65677821 | 0.411232227s | 5699544 B
            65853899 | 0.412566795s | 5714824 B
            66029977 | 0.389303169s | 5730104 B
            66206055 | 0.384148808s | 5745384 B
            66382133 | 0.402682936s | 5760664 B
            66558211 | 0.415114326s | 5775944 B
            66734289 | 0.413789092s | 5791224 B
            66910367 | 0.410014928s | 5806504 B
            67086445 | 0.450326714s | 5821784 B
            67262523 | 0.441348338s | 5837064 B
            67438601 | 0.396363512s | 5852344 B
            67614679 | 0.393120218s | 5867624 B
            67790757 | 0.401712119s | 5882904 B
            67966835 | 0.387605940s | 5898184 B
            68142913 | 0.423415934s | 5913464 B
            68318991 | 0.406011195s | 5928744 B
            68495069 | 0.412287360s | 5944024 B
            68671147 | 0.413082514s | 5959304 B
            68847225 | 0.391285274s | 5974584 B
            69023303 | 0.406243496s | 5989864 B
            69199381 | 0.381398469s | 6005144 B
            69375459 | 0.390097128s | 6020424 B
            69551537 | 0.431094549s | 6035704 B
            69727615 | 0.452868818s | 6050984 B
            69903693 | 0.429317932s | 6066264 B
            70079771 | 0.406845359s | 6081544 B
            70255849 | 0.388166677s | 6096824 B
            70431927 | 0.405671170s | 6112104 B
            70608005 | 0.387755793s | 6127384 B
            70784083 | 0.400166520s | 6142664 B
            70960161 | 0.392898170s | 6157944 B
            71136239 | 0.434160129s | 6173224 B
            71312317 | 0.436301612s | 6188504 B
            71488395 | 0.425279646s | 6203784 B
            71664473 | 0.439810048s | 6219064 B
            71840551 | 0.508587272s | 6234344 B
            72016629 | 0.516652078s | 6249624 B
            72192707 | 0.536352082s | 6264904 B
            72368785 | 0.559602666s | 6280184 B
            72544863 | 0.556868568s | 6295464 B
            72720941 | 0.565104447s | 6310744 B
            72897019 | 0.620449594s | 6326024 B
            73073097 | 0.548349263s | 6341304 B
            73249175 | 0.545323745s | 6356584 B
            73425253 | 0.546392195s | 6371864 B
            73601331 | 0.549475883s | 6387144 B
            73777409 | 0.548833680s | 6402424 B
            73953487 | 0.546662278s | 6417704 B
            74129565 | 0.554547108s | 6432984 B
            74305643 | 0.547598241s | 6448264 B
            74481721 | 0.555644431s | 6463544 B
            74657799 | 0.574516900s | 6478824 B
            74833877 | 0.558959489s | 6494104 B
            75009955 | 0.556706822s | 6509384 B
            75186033 | 0.558948504s | 6524664 B
            75362111 | 0.564009846s | 6539944 B
            75538189 | 0.563971324s | 6555224 B
            75714267 | 0.590290309s | 6570504 B
            75890345 | 0.560639460s | 6585784 B
            76066423 | 0.570063554s | 6601064 B
            76242501 | 0.566186100s | 6616344 B
            76418579 | 0.576339611s | 6631624 B
            76594657 | 0.579401708s | 6646904 B
            76770735 | 0.561447331s | 6662184 B
            76946813 | 0.568660782s | 6677464 B
            77122891 | 0.545396849s | 6692744 B
            77298969 | 0.556805612s | 6708024 B
            77475047 | 0.549738043s | 6723304 B
            77651125 | 0.567819382s | 6738584 B
            77827203 | 0.560024068s | 6753864 B
            78003281 | 0.585604855s | 6769144 B
            78179359 | 0.559085936s | 6784424 B
            78355437 | 0.566492210s | 6799704 B
            78531515 | 0.553145994s | 6814984 B
            78707593 | 0.570693812s | 6830264 B
            78883671 | 0.574886322s | 6845544 B
            79059749 | 0.631009676s | 6860824 B
            79235827 | 0.567789121s | 6876104 B
            79411905 | 0.568933085s | 6891384 B
            79587983 | 0.579559810s | 6906672 B
            79764061 | 0.566353068s | 6921952 B
            79940139 | 0.567810170s | 6937232 B
            80116217 | 0.568858087s | 6952512 B
            80292295 | 0.562764171s | 6967792 B
            80468373 | 0.551221440s | 6983072 B
            80644451 | 0.592084572s | 6998352 B
            80820529 | 0.568367564s | 7013632 B
            80996607 | 0.565105678s | 7028912 B
            81172685 | 0.582894800s | 7044192 B
            81348763 | 0.549424352s | 7059472 B
            81524841 | 0.606686199s | 7074752 B
            81700919 | 0.618607334s | 7090032 B
            81876997 | 0.591503419s | 7105312 B
            82053075 | 0.559507691s | 7120592 B
            82229153 | 0.605802373s | 7135872 B
            82405231 | 0.577643174s | 7151152 B
            82581309 | 0.565637726s | 7166432 B
            82757387 | 0.585708346s | 7181712 B
            82933465 | 0.561112468s | 7196992 B
            83109543 | 0.568169352s | 7212272 B
            83285621 | 0.565766534s | 7227552 B
            83461699 | 0.594472870s | 7242832 B
            83637777 | 0.577365719s | 7258112 B
            83813855 | 0.597174461s | 7273392 B
            83989933 | 0.579331293s | 7288672 B
            84166011 | 0.593022561s | 7303952 B
            84342089 | 0.591682645s | 7319232 B
            84518167 | 0.574361483s | 7334512 B
            84694245 | 0.604586576s | 7349792 B
            84870323 | 0.583536352s | 7365072 B
            85046401 | 0.638673804s | 7380352 B
            85222479 | 0.577485290s | 7395632 B
            85398557 | 0.623410010s | 7410912 B
            85574635 | 0.593970435s | 7426192 B
            85750713 | 0.583949519s | 7441472 B
            85926791 | 0.602851490s | 7456752 B
            86102869 | 0.574963891s | 7472032 B
            86278947 | 0.587761287s | 7487312 B
            86455025 | 0.576663977s | 7502592 B
            86631103 | 0.582267527s | 7517872 B
            86807181 | 0.639631009s | 7533152 B
            86983259 | 0.583070685s | 7548432 B
            87159337 | 0.588725203s | 7563712 B
            87335415 | 0.570627166s | 7578992 B
            87511493 | 0.575948485s | 7594272 B
            87687571 | 0.628396183s | 7609552 B
            87863649 | 0.658127594s | 7624832 B
            88039727 | 0.637430289s | 7640112 B
            88215805 | 0.586215475s | 7655392 B
            88391883 | 0.614022786s | 7670672 B
            88567961 | 0.587468347s | 7685952 B
            88744039 | 0.589542109s | 7701232 B
            88920117 | 0.578906701s | 7716512 B
            89096195 | 0.604905908s | 7731792 B
            89272273 | 0.605914736s | 7747072 B
            89448351 | 0.567104072s | 7762352 B
            89624429 | 0.583252980s | 7777632 B
            89800507 | 0.590330842s | 7792912 B
            89976585 | 0.674585511s | 7808192 B
            90152663 | 0.608054599s | 7823472 B
            90328741 | 0.584585089s | 7838752 B
            90504819 | 0.575705460s | 7854032 B
            90680897 | 0.599606580s | 7869312 B
            90856975 | 0.645117115s | 7884592 B
            91033053 | 0.599308613s | 7899872 B
            91209131 | 0.611516517s | 7915152 B
            91385209 | 0.617072097s | 7930432 B
            91561287 | 0.623034974s | 7945712 B
            91737365 | 0.607779701s | 7960992 B
            91913443 | 0.599001875s | 7976272 B
            92089521 | 0.624087232s | 7991552 B
            92265599 | 0.572966774s | 8006832 B
            92441677 | 0.587293068s | 8022112 B
            92617755 | 0.576257001s | 8037392 B
            92793833 | 0.587829995s | 8052672 B
            92969911 | 0.606781203s | 8067952 B
            93145989 | 0.569871745s | 8083232 B
            93322067 | 0.604103105s | 8098512 B
            93498145 | 0.585914713s | 8113792 B
            93674223 | 0.632901115s | 8129072 B
            93850301 | 0.630352253s | 8144352 B
            94026379 | 0.631637902s | 8159632 B
            94202457 | 0.637589760s | 8174912 B
            94378535 | 0.615372783s | 8190192 B
            94554613 | 0.671551026s | 8205472 B
            94730691 | 0.639459883s | 8220752 B
            94906769 | 0.621264447s | 8236032 B
            95082847 | 0.631796181s | 8251320 B
            95258925 | 0.698796803s | 8266600 B
            95435003 | 0.723267406s | 8281880 B
            95611081 | 0.710494858s | 8297160 B
            95787159 | 0.687318835s | 8312440 B
            95963237 | 0.704358189s | 8327720 B
            96139315 | 0.715045306s | 8343000 B
            96315393 | 0.908536244s | 8358280 B
            96491471 | 0.776724938s | 8373560 B
            96667549 | 0.812186051s | 8388840 B
            96843627 | 0.814727723s | 8404120 B
            97019705 | 0.820680446s | 8419400 B
            97195783 | 0.777182668s | 8434680 B
            97371861 | 0.804815899s | 8449960 B
            97547939 | 0.795045179s | 8465240 B
            97724017 | 0.854156536s | 8480520 B
            97900095 | 0.779929187s | 8495800 B
            98076173 | 0.763192483s | 8511080 B
            98252251 | 0.818481945s | 8526360 B
            98428329 | 0.811655364s | 8541640 B
            98604407 | 0.796799524s | 8556920 B
            98780485 | 0.778765162s | 8572200 B
            98956563 | 0.789696327s | 8587480 B
            99132641 | 0.818422403s | 8602760 B
            99308719 | 0.795835789s | 8618040 B
            99484797 | 0.750243844s | 8633320 B
            99660875 | 0.787765975s | 8648600 B
            99836953 | 0.818007857s | 8663880 B
           100013031 | 0.815270069s | 8679160 B
           100189109 | 0.779356847s | 8694440 B
           100365187 | 0.787982536s | 8709720 B
           100541265 | 0.798457338s | 8725000 B
           100717343 | 0.842078162s | 8740280 B
           100893421 | 0.751055331s | 8755560 B
           101069499 | 0.785996376s | 8770840 B
           101245577 | 0.835847679s | 8786120 B
           101421655 | 0.827494501s | 8801400 B
           101597733 | 0.775936903s | 8816680 B
           101773811 | 0.803903454s | 8831960 B
           101949889 | 0.839781444s | 8847240 B
           102125967 | 0.778624442s | 8862520 B
           102302045 | 0.782701987s | 8877800 B
           102478123 | 0.788993639s | 8893080 B
           102654201 | 0.776762713s | 8908360 B
           102830279 | 0.847458653s | 8923640 B
           103006357 | 0.859999578s | 8938920 B
           103182435 | 0.803808558s | 8954200 B
           103358513 | 0.797715292s | 8969480 B
           103534591 | 0.851887245s | 8984760 B
           103710669 | 0.847681615s | 9000040 B
           103886747 | 0.805800327s | 9015320 B
           104062825 | 0.799227300s | 9030600 B
           104238903 | 0.856753238s | 9045880 B
           104414981 | 0.854954089s | 9061160 B
           104591059 | 0.907036153s | 9076440 B
           104767137 | 0.851227781s | 9091720 B
           104943215 | 0.757105358s | 9107000 B
           105119293 | 0.892555626s | 9122280 B
           105295371 | 0.855357903s | 9137560 B
           105471449 | 0.827971985s | 9152840 B
           105647527 | 0.809513825s | 9168120 B
           105823605 | 0.881757085s | 9183400 B
           105999683 | 0.848596180s | 9198680 B
           106175761 | 0.795381713s | 9213960 B
           106351839 | 0.830763567s | 9229240 B
           106527917 | 0.870971013s | 9244520 B
           106703995 | 0.848762906s | 9259800 B
           106880073 | 0.839645915s | 9275080 B
           107056151 | 0.814197155s | 9290360 B
           107232229 | 0.784779935s | 9305640 B
           107408307 | 0.864273453s | 9320920 B
           107584385 | 0.835299272s | 9336200 B
           107760463 | 0.829084612s | 9351480 B
           107936541 | 0.811513729s | 9366760 B
           108112619 | 0.902637521s | 9382040 B
           108288697 | 0.868645553s | 9397320 B
           108464775 | 0.860511195s | 9412600 B
           108640853 | 0.844128346s | 9427880 B
           108816931 | 0.880394011s | 9443160 B
           108993009 | 0.857106976s | 9458440 B
           109169087 | 0.906858968s | 9473720 B
           109345165 | 0.850923939s | 9489000 B
           109521243 | 0.859143483s | 9504280 B
           109697321 | 0.853330725s | 9519560 B
           109873399 | 0.861942126s | 9534840 B
           110049477 | 0.830282525s | 9550120 B
           110225555 | 0.808810597s | 9565400 B
           110401633 | 0.828688982s | 9580680 B
           110577711 | 0.836966260s | 9595968 B
           110753789 | 0.838832147s | 9611248 B
           110929867 | 0.823219358s | 9626528 B
           111105945 | 0.869652627s | 9641808 B
           111282023 | 0.948597316s | 9657088 B
           111458101 | 0.832059266s | 9672368 B
           111634179 | 0.842103351s | 9687648 B
           111810257 | 0.859190495s | 9702928 B
           111986335 | 0.910429749s | 9718208 B
           112162413 | 0.882139998s | 9733488 B
           112338491 | 0.860198692s | 9748768 B
           112514569 | 0.843115797s | 9764048 B
           112690647 | 0.861007062s | 9779328 B
           112866725 | 0.840587165s | 9794608 B
           113042803 | 0.865877257s | 9809888 B
           113218881 | 0.850113062s | 9825168 B
           113394959 | 0.822909243s | 9840448 B
           113571037 | 0.826289444s | 9855728 B
           113747115 | 0.879662386s | 9871008 B
           113923193 | 0.877263721s | 9886288 B
           114099271 | 0.851105180s | 9901568 B
           114275349 | 0.845792265s | 9916848 B
           114451427 | 0.984129016s | 9932128 B
           114627505 | 0.865033459s | 9947408 B
           114803583 | 0.824892717s | 9962688 B
           114979661 | 0.830923173s | 9977968 B
           115155739 | 0.813493035s | 9993248 B
           115331817 | 0.804045891s | 10008528 B
           115507895 | 0.819998244s | 10023808 B
           115683973 | 0.885299726s | 10039088 B
           115860051 | 0.885694059s | 10054368 B
           116036129 | 0.869053843s | 10069648 B
           116212207 | 0.808798207s | 10084928 B
           116388285 | 0.861504408s | 10100208 B
           116564363 | 0.829958960s | 10115488 B
           116740441 | 0.845568230s | 10130768 B
           116916519 | 0.861998911s | 10146048 B
           117092597 | 0.828826269s | 10161328 B
           117268675 | 0.810255282s | 10176608 B
           117444753 | 0.883421559s | 10191888 B
           117620831 | 0.863571270s | 10207168 B
           117796909 | 0.806738897s | 10222448 B
           117972987 | 0.823459744s | 10237728 B
           118149065 | 0.855990036s | 10253008 B
           118325143 | 0.863588065s | 10268288 B
           118501221 | 0.871807553s | 10283568 B
           118677299 | 0.839204309s | 10298848 B
           118853377 | 0.809100002s | 10314128 B
           119029455 | 0.848536240s | 10329408 B
           119205533 | 0.856052134s | 10344688 B
           119381611 | 0.944861778s | 10359968 B
           119557689 | 0.866015434s | 10375248 B
           119733767 | 0.859927282s | 10390528 B
           119909845 | 0.850999527s | 10405808 B
           120085923 | 0.923503451s | 10421088 B
           120262001 | 0.923867524s | 10436368 B
           120438079 | 0.929062822s | 10451648 B
           120614157 | 0.902563526s | 10466928 B
           120790235 | 0.892231804s | 10482208 B
           120966313 | 0.944011352s | 10497488 B
           121142391 | 0.940191030s | 10512768 B
           121318469 | 0.993533330s | 10528048 B
           121494547 | 0.925433539s | 10543328 B
           121670625 | 0.962188682s | 10558608 B
           121846703 | 0.945124326s | 10573888 B
           122022781 | 0.900746215s | 10589168 B
           122198859 | 0.916154481s | 10604448 B
           122374937 | 0.915290388s | 10619728 B
           122551015 | 0.932265435s | 10635008 B
           122727093 | 0.920007116s | 10650288 B
           122903171 | 0.950602023s | 10665568 B
