#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               16459 | 0.001993316s | 1432 B
               16873 | 0.001886174s | 1472 B
               17287 | 0.001788566s | 1504 B
               17701 | 0.001847361s | 1536 B
               18115 | 0.001950239s | 1576 B
               18529 | 0.002002175s | 1608 B
               18943 | 0.002108587s | 1648 B
               19357 | 0.002292825s | 1680 B
               19771 | 0.002295541s | 1720 B
               20185 | 0.002894899s | 1752 B
               20599 | 0.002901556s | 1792 B
               21013 | 0.002791680s | 1824 B
               21427 | 0.003731108s | 1864 B
               21841 | 0.003048929s | 1896 B
               22255 | 0.004084619s | 1936 B
               22669 | 0.003793800s | 1968 B
               23083 | 0.003807630s | 2008 B
               23497 | 0.003209943s | 2040 B
               23911 | 0.003618664s | 2080 B
               24325 | 0.004274106s | 2112 B
               24739 | 0.004322367s | 2152 B
               25153 | 0.004569545s | 2184 B
               25567 | 0.004963006s | 2224 B
               25981 | 0.003949329s | 2256 B
               26395 | 0.003931398s | 2296 B
               26809 | 0.004226367s | 2328 B
               27223 | 0.004697919s | 2368 B
               27637 | 0.004627773s | 2400 B
               28051 | 0.004919240s | 2440 B
               28465 | 0.005078863s | 2472 B
               28879 | 0.004909863s | 2512 B
               29293 | 0.005408770s | 2544 B
               29707 | 0.005139021s | 2584 B
               30121 | 0.004897166s | 2616 B
               30535 | 0.005051085s | 2656 B
               30949 | 0.005160830s | 2688 B
               31363 | 0.005312008s | 2728 B
               31777 | 0.006169668s | 2760 B
               32191 | 0.006049552s | 2800 B
               32605 | 0.006885333s | 2832 B
               33019 | 0.006760810s | 2872 B
               33433 | 0.006524740s | 2904 B
               33847 | 0.006136869s | 2944 B
               34261 | 0.006254390s | 2976 B
               34675 | 0.006418118s | 3016 B
               35089 | 0.006569411s | 3048 B
               35503 | 0.007183413s | 3088 B
               35917 | 0.007151414s | 3120 B
               36331 | 0.006987372s | 3160 B
               36745 | 0.008193424s | 3192 B
               37159 | 0.007543752s | 3232 B
               37573 | 0.009674480s | 3264 B
               37987 | 0.008282409s | 3304 B
               38401 | 0.010651405s | 3336 B
               38815 | 0.007974152s | 3376 B
               39229 | 0.008481408s | 3408 B
               39643 | 0.008345397s | 3448 B
               40057 | 0.009245538s | 3480 B
               40471 | 0.009314923s | 3512 B
               40885 | 0.009199605s | 3552 B
               41299 | 0.014595256s | 3584 B
               41713 | 0.015121162s | 3624 B
               42127 | 0.011920216s | 3656 B
               42541 | 0.009491442s | 3696 B
               42955 | 0.009972969s | 3728 B
               43369 | 0.010104492s | 3768 B
               43783 | 0.009946653s | 3800 B
               44197 | 0.010105780s | 3840 B
               44611 | 0.010308464s | 3872 B
               45025 | 0.010496049s | 3912 B
               45439 | 0.016585617s | 3944 B
               45853 | 0.012375483s | 3984 B
               46267 | 0.011233202s | 4016 B
               46681 | 0.011804006s | 4056 B
               47095 | 0.015295405s | 4088 B
               47509 | 0.014605750s | 4128 B
               47923 | 0.014516182s | 4160 B
               48337 | 0.016835479s | 4200 B
               48751 | 0.012809595s | 4232 B
               49165 | 0.013238152s | 4272 B
               49579 | 0.013378191s | 4304 B
               49993 | 0.012719714s | 4344 B
               50407 | 0.012966669s | 4376 B
               50821 | 0.013126279s | 4416 B
               51235 | 0.013769962s | 4448 B
               51649 | 0.013538363s | 4488 B
               52063 | 0.014111458s | 4520 B
               52477 | 0.015949301s | 4560 B
               52891 | 0.015071942s | 4592 B
               53305 | 0.014455276s | 4632 B
               53719 | 0.015228786s | 4664 B
               54133 | 0.016817628s | 4704 B
               54547 | 0.016938936s | 4736 B
               54961 | 0.015254275s | 4776 B
               55375 | 0.015793592s | 4808 B
               55789 | 0.017160410s | 4848 B
               56203 | 0.018236277s | 4880 B
               56617 | 0.016461071s | 4920 B
               57031 | 0.017896336s | 4952 B
               57445 | 0.021707541s | 4992 B
               57859 | 0.018686707s | 5024 B
               58273 | 0.017105985s | 5064 B
               58687 | 0.018183169s | 5096 B
               59101 | 0.017577642s | 5136 B
               59515 | 0.017772671s | 5168 B
               59929 | 0.019426148s | 5208 B
               60343 | 0.019083198s | 5240 B
               60757 | 0.019221999s | 5280 B
               61171 | 0.019335577s | 5312 B
               61585 | 0.019454191s | 5352 B
               61999 | 0.019600227s | 5384 B
               62413 | 0.020366473s | 5424 B
               62827 | 0.020374780s | 5456 B
               63241 | 0.023734850s | 5488 B
               63655 | 0.023272045s | 5528 B
               64069 | 0.021468456s | 5560 B
               64483 | 0.021496912s | 5600 B
               64897 | 0.021348235s | 5632 B
               65311 | 0.021359597s | 5672 B
               65725 | 0.021538946s | 5704 B
               66139 | 0.021747372s | 5744 B
               66553 | 0.021987118s | 5776 B
               66967 | 0.022305268s | 5816 B
               67381 | 0.022499422s | 5848 B
               67795 | 0.022751016s | 5888 B
               68209 | 0.023575394s | 5920 B
               68623 | 0.026240142s | 5960 B
               69037 | 0.026146387s | 5992 B
               69451 | 0.025686971s | 6032 B
               69865 | 0.028746942s | 6064 B
               70279 | 0.028639612s | 6104 B
               70693 | 0.029246414s | 6136 B
               71107 | 0.027319851s | 6176 B
               71521 | 0.029358535s | 6208 B
               71935 | 0.030226477s | 6248 B
               72349 | 0.027889986s | 6280 B
               72763 | 0.028982078s | 6320 B
               73177 | 0.030829227s | 6352 B
               73591 | 0.027372074s | 6392 B
               74005 | 0.030866563s | 6424 B
               74419 | 0.029578728s | 6464 B
               74833 | 0.030869695s | 6496 B
               75247 | 0.031063402s | 6536 B
               75661 | 0.030868023s | 6568 B
               76075 | 0.032217768s | 6608 B
               76489 | 0.031277244s | 6640 B
               76903 | 0.031088900s | 6680 B
               77317 | 0.029860490s | 6712 B
               77731 | 0.031024399s | 6752 B
               78145 | 0.029957955s | 6784 B
               78559 | 0.030434070s | 6824 B
               78973 | 0.032848390s | 6856 B
               79387 | 0.034581589s | 6896 B
               79801 | 0.032777875s | 6928 B
               80215 | 0.032963759s | 6968 B
               80629 | 0.032639465s | 7000 B
               81043 | 0.032046658s | 7040 B
               81457 | 0.033852258s | 7072 B
               81871 | 0.046096848s | 7112 B
               82285 | 0.036974775s | 7144 B
               82699 | 0.040151325s | 7184 B
               83113 | 0.041446796s | 7216 B
               83527 | 0.051860430s | 7256 B
               83941 | 0.060393742s | 7288 B
               84355 | 0.040273695s | 7328 B
               84769 | 0.038821151s | 7360 B
               85183 | 0.035967195s | 7400 B
               85597 | 0.036865612s | 7432 B
               86011 | 0.036771753s | 7464 B
               86425 | 0.039013592s | 7504 B
               86839 | 0.038481386s | 7536 B
               87253 | 0.049391227s | 7576 B
               87667 | 0.041001219s | 7608 B
               88081 | 0.041551511s | 7648 B
               88495 | 0.042174537s | 7680 B
               88909 | 0.041611357s | 7720 B
               89323 | 0.042990449s | 7752 B
               89737 | 0.042586186s | 7792 B
               90151 | 0.042636830s | 7824 B
               90565 | 0.042937871s | 7864 B
               90979 | 0.042593635s | 7896 B
               91393 | 0.040882244s | 7936 B
               91807 | 0.043018125s | 7968 B
               92221 | 0.043255854s | 8008 B
               92635 | 0.042094875s | 8040 B
               93049 | 0.043971173s | 8080 B
               93463 | 0.043082142s | 8112 B
               93877 | 0.047191035s | 8152 B
               94291 | 0.046029659s | 8184 B
               94705 | 0.045430737s | 8224 B
               95119 | 0.045003066s | 8256 B
               95533 | 0.044182261s | 8296 B
               95947 | 0.047298787s | 8328 B
               96361 | 0.045012275s | 8368 B
               96775 | 0.048505748s | 8400 B
               97189 | 0.051790380s | 8440 B
               97603 | 0.049555449s | 8472 B
               98017 | 0.055694223s | 8512 B
               98431 | 0.051475011s | 8544 B
               98845 | 0.047251322s | 8584 B
               99259 | 0.049080166s | 8616 B
               99673 | 0.047956445s | 8656 B
              100087 | 0.052730394s | 8688 B
              100501 | 0.052431135s | 8728 B
              100915 | 0.049092098s | 8760 B
              101329 | 0.051904754s | 8800 B
              101743 | 0.049834873s | 8832 B
              102157 | 0.053320984s | 8872 B
              102571 | 0.055304969s | 8904 B
              102985 | 0.054514769s | 8944 B
              103399 | 0.056450184s | 8976 B
              103813 | 0.058609358s | 9016 B
              104227 | 0.053880708s | 9048 B
              104641 | 0.054445947s | 9088 B
              105055 | 0.055404212s | 9120 B
              105469 | 0.055712288s | 9160 B
              105883 | 0.055272872s | 9192 B
              106297 | 0.056033956s | 9232 B
              106711 | 0.060009533s | 9264 B
              107125 | 0.056307158s | 9304 B
              107539 | 0.065645700s | 9336 B
              107953 | 0.059216149s | 9376 B
              108367 | 0.058005571s | 9408 B
              108781 | 0.060301564s | 9440 B
              109195 | 0.059109629s | 9480 B
              109609 | 0.061109757s | 9512 B
              110023 | 0.061329093s | 9552 B
              110437 | 0.059302410s | 9584 B
              110851 | 0.061026866s | 9624 B
              111265 | 0.061110655s | 9656 B
              111679 | 0.069657380s | 9696 B
              112093 | 0.070005406s | 9728 B
              112507 | 0.063691653s | 9768 B
              112921 | 0.061765432s | 9800 B
              113335 | 0.062697115s | 9840 B
              113749 | 0.061785985s | 9872 B
              114163 | 0.063971747s | 9912 B
              114577 | 0.065155209s | 9944 B
              114991 | 0.067578759s | 9984 B
              115405 | 0.063771827s | 10016 B
              115819 | 0.064194410s | 10056 B
              116233 | 0.067377922s | 10088 B
              116647 | 0.066050147s | 10128 B
              117061 | 0.066883212s | 10160 B
              117475 | 0.071261905s | 10200 B
              117889 | 0.068188969s | 10232 B
              118303 | 0.066919451s | 10272 B
              118717 | 0.076461595s | 10304 B
              119131 | 0.069813564s | 10344 B
              119545 | 0.074449097s | 10376 B
              119959 | 0.068879399s | 10416 B
              120373 | 0.078233296s | 10448 B
              120787 | 0.077508008s | 10488 B
              121201 | 0.070125222s | 10520 B
              121615 | 0.075611147s | 10560 B
              122029 | 0.075041150s | 10592 B
              122443 | 0.071790395s | 10632 B
              122857 | 0.072307892s | 10664 B
              123271 | 0.073503082s | 10704 B
              123685 | 0.077378873s | 10736 B
              124099 | 0.089987568s | 10776 B
              124513 | 0.075954810s | 10808 B
              124927 | 0.075389832s | 10848 B
              125341 | 0.076572125s | 10880 B
              125755 | 0.075897668s | 10920 B
              126169 | 0.079007892s | 10952 B
              126583 | 0.083207082s | 10992 B
              126997 | 0.079396757s | 11024 B
              127411 | 0.078339807s | 11064 B
              127825 | 0.087382297s | 11096 B
              128239 | 0.085514456s | 11136 B
              128653 | 0.079947634s | 11168 B
              129067 | 0.082080139s | 11208 B
              129481 | 0.084440000s | 11240 B
              129895 | 0.085742915s | 11280 B
              130309 | 0.083141488s | 11312 B
              130723 | 0.092025055s | 11352 B
              131137 | 0.093736425s | 11384 B
              131551 | 0.085813269s | 11416 B
              131965 | 0.088173155s | 11456 B
              132379 | 0.088295072s | 11488 B
              132793 | 0.091020282s | 11528 B
              133207 | 0.087195884s | 11560 B
              133621 | 0.086444002s | 11600 B
              134035 | 0.109459492s | 11632 B
              134449 | 0.097637320s | 11672 B
              134863 | 0.088280111s | 11704 B
              135277 | 0.088356061s | 11744 B
              135691 | 0.098166872s | 11776 B
              136105 | 0.092040516s | 11816 B
              136519 | 0.090502363s | 11848 B
              136933 | 0.094296255s | 11888 B
              137347 | 0.091583812s | 11920 B
              137761 | 0.098007990s | 11960 B
              138175 | 0.093122967s | 11992 B
              138589 | 0.132265489s | 12032 B
              139003 | 0.098593029s | 12064 B
              139417 | 0.094252221s | 12104 B
              139831 | 0.100443959s | 12136 B
              140245 | 0.098242421s | 12176 B
              140659 | 0.103025604s | 12208 B
              141073 | 0.107268944s | 12248 B
              141487 | 0.098449014s | 12280 B
              141901 | 0.098068883s | 12320 B
              142315 | 0.101543763s | 12352 B
              142729 | 0.110543668s | 12392 B
              143143 | 0.107415577s | 12424 B
              143557 | 0.105633139s | 12464 B
              143971 | 0.105551347s | 12496 B
              144385 | 0.106262086s | 12536 B
              144799 | 0.104519526s | 12568 B
              145213 | 0.103439218s | 12608 B
              145627 | 0.107318768s | 12640 B
              146041 | 0.111521841s | 12680 B
              146455 | 0.115823074s | 12712 B
              146869 | 0.107867881s | 12752 B
              147283 | 0.109744331s | 12784 B
              147697 | 0.115170185s | 12824 B
              148111 | 0.108023423s | 12856 B
              148525 | 0.109850802s | 12896 B
              148939 | 0.110085754s | 12928 B
              149353 | 0.110755070s | 12968 B
              149767 | 0.112857043s | 13000 B
              150181 | 0.112021525s | 13040 B
              150595 | 0.123850736s | 13072 B
              151009 | 0.118487060s | 13112 B
              151423 | 0.119025821s | 13144 B
              151837 | 0.114728962s | 13184 B
              152251 | 0.121193897s | 13216 B
              152665 | 0.119926447s | 13256 B
              153079 | 0.117007718s | 13288 B
              153493 | 0.126581266s | 13328 B
              153907 | 0.124430386s | 13360 B
              154321 | 0.123667289s | 13392 B
              154735 | 0.125337757s | 13432 B
              155149 | 0.121122448s | 13464 B
              155563 | 0.122801759s | 13504 B
              155977 | 0.130757754s | 13536 B
              156391 | 0.128087952s | 13576 B
              156805 | 0.128219871s | 13608 B
              157219 | 0.132149734s | 13648 B
              157633 | 0.129698962s | 13680 B
              158047 | 0.166017660s | 13720 B
              158461 | 0.132548607s | 13752 B
              158875 | 0.128236706s | 13792 B
              159289 | 0.131004136s | 13824 B
              159703 | 0.132858301s | 13864 B
              160117 | 0.137943844s | 13896 B
              160531 | 0.131047375s | 13936 B
              160945 | 0.136746515s | 13968 B
              161359 | 0.152916123s | 14008 B
              161773 | 0.136534078s | 14040 B
              162187 | 0.141303241s | 14080 B
              162601 | 0.139015300s | 14112 B
              163015 | 0.147881332s | 14152 B
              163429 | 0.147877248s | 14184 B
              163843 | 0.138977206s | 14224 B
              164257 | 0.157179180s | 14256 B
              164671 | 0.145417190s | 14296 B
              165085 | 0.143754122s | 14328 B
              165499 | 0.142797219s | 14368 B
              165913 | 0.149546851s | 14400 B
              166327 | 0.143040202s | 14440 B
              166741 | 0.147655707s | 14472 B
              167155 | 0.153205927s | 14512 B
              167569 | 0.147831599s | 14544 B
              167983 | 0.146409855s | 14584 B
              168397 | 0.148383144s | 14616 B
              168811 | 0.148804414s | 14656 B
              169225 | 0.165887423s | 14688 B
              169639 | 0.154150886s | 14728 B
              170053 | 0.151795051s | 14760 B
              170467 | 0.192924598s | 14800 B
              170881 | 0.156492545s | 14832 B
              171295 | 0.158736919s | 14872 B
              171709 | 0.155411154s | 14904 B
              172123 | 0.167152035s | 14944 B
              172537 | 0.166032418s | 14976 B
              172951 | 0.168672338s | 15016 B
              173365 | 0.164581105s | 15048 B
              173779 | 0.170166588s | 15088 B
              174193 | 0.170480441s | 15120 B
              174607 | 0.166648983s | 15160 B
              175021 | 0.166440019s | 15192 B
              175435 | 0.165839123s | 15232 B
              175849 | 0.172233755s | 15264 B
              176263 | 0.167812468s | 15304 B
              176677 | 0.172318440s | 15336 B
              177091 | 0.178424160s | 15368 B
              177505 | 0.177691369s | 15408 B
              177919 | 0.172383252s | 15440 B
              178333 | 0.218763053s | 15480 B
              178747 | 0.203906331s | 15512 B
              179161 | 0.222234513s | 15552 B
              179575 | 0.232371029s | 15584 B
              179989 | 0.242944322s | 15624 B
              180403 | 0.246404644s | 15656 B
              180817 | 0.200381257s | 15696 B
              181231 | 0.186689086s | 15728 B
              181645 | 0.186059809s | 15768 B
              182059 | 0.183831069s | 15800 B
              182473 | 0.219040738s | 15840 B
              182887 | 0.187960197s | 15872 B
              183301 | 0.186520375s | 15912 B
              183715 | 0.201589728s | 15944 B
              184129 | 0.189366225s | 15984 B
              184543 | 0.222029610s | 16016 B
              184957 | 0.194049989s | 16056 B
              185371 | 0.192301187s | 16088 B
              185785 | 0.187673563s | 16128 B
              186199 | 0.190423738s | 16160 B
              186613 | 0.193917146s | 16200 B
              187027 | 0.193631706s | 16232 B
              187441 | 0.200960582s | 16272 B
              187855 | 0.195435289s | 16304 B
              188269 | 0.202512879s | 16344 B
              188683 | 0.209100368s | 16376 B
              189097 | 0.211902884s | 16416 B
              189511 | 0.202828561s | 16448 B
              189925 | 0.198731610s | 16488 B
              190339 | 0.213910445s | 16520 B
              190753 | 0.205308353s | 16560 B
              191167 | 0.204075501s | 16592 B
              191581 | 0.214049354s | 16632 B
              191995 | 0.212782072s | 16664 B
              192409 | 0.220767721s | 16704 B
              192823 | 0.228369849s | 16736 B
              193237 | 0.225078692s | 16776 B
              193651 | 0.231356384s | 16808 B
              194065 | 0.210538952s | 16848 B
              194479 | 0.225313899s | 16880 B
              194893 | 0.219827283s | 16920 B
              195307 | 0.243029925s | 16952 B
              195721 | 0.227671164s | 16992 B
              196135 | 0.224143330s | 17024 B
              196549 | 0.224056352s | 17064 B
              196963 | 0.226879614s | 17096 B
              197377 | 0.240419691s | 17136 B
              197791 | 0.259257860s | 17168 B
              198205 | 0.277903626s | 17208 B
              198619 | 0.292565411s | 17240 B
              199033 | 0.264418847s | 17272 B
              199447 | 0.252254205s | 17312 B
              199861 | 0.236477208s | 17344 B
              200275 | 0.245503918s | 17384 B
              200689 | 0.266475312s | 17416 B
              201103 | 0.266765952s | 17456 B
              201517 | 0.278095700s | 17488 B
              201931 | 0.316079231s | 17528 B
              202345 | 0.259952887s | 17560 B
              202759 | 0.244356680s | 17600 B
              203173 | 0.247486024s | 17632 B
              203587 | 0.243778388s | 17672 B
              204001 | 0.251965660s | 17704 B
              204415 | 0.272318716s | 17744 B
              204829 | 0.271534121s | 17776 B
              205243 | 0.271973011s | 17816 B
              205657 | 0.314699364s | 17848 B
              206071 | 0.277350261s | 17888 B
              206485 | 0.267559880s | 17920 B
              206899 | 0.281142133s | 17960 B
              207313 | 0.277048307s | 17992 B
              207727 | 0.258836429s | 18032 B
              208141 | 0.265618748s | 18064 B
              208555 | 0.266433434s | 18104 B
              208969 | 0.252212439s | 18136 B
              209383 | 0.260468244s | 18176 B
              209797 | 0.269067247s | 18208 B
              210211 | 0.295728838s | 18248 B
              210625 | 0.268695194s | 18280 B
              211039 | 0.288065606s | 18320 B
              211453 | 0.299942623s | 18352 B
              211867 | 0.333580380s | 18392 B
              212281 | 0.277524238s | 18424 B
              212695 | 0.271271516s | 18464 B
              213109 | 0.312318472s | 18496 B
              213523 | 0.281628819s | 18536 B
              213937 | 0.289071565s | 18568 B
              214351 | 0.272025757s | 18608 B
              214765 | 0.289155641s | 18640 B
              215179 | 0.275527485s | 18680 B
              215593 | 0.333427802s | 18712 B
              216007 | 0.334199656s | 18752 B
              216421 | 0.321301821s | 18784 B
              216835 | 0.303718320s | 18824 B
              217249 | 0.294835970s | 18856 B
              217663 | 0.299490122s | 18896 B
              218077 | 0.293381688s | 18928 B
              218491 | 0.283684111s | 18968 B
              218905 | 0.292718696s | 19000 B
              219319 | 0.300956021s | 19040 B
              219733 | 0.304479798s | 19072 B
              220147 | 0.304886553s | 19112 B
              220561 | 0.316387938s | 19144 B
              220975 | 0.296797111s | 19184 B
              221389 | 0.319678085s | 19216 B
              221803 | 0.307207016s | 19248 B
              222217 | 0.309841270s | 19288 B
              222631 | 0.304965879s | 19320 B
              223045 | 0.308584879s | 19360 B
              223459 | 0.311665562s | 19392 B
              223873 | 0.305554997s | 19432 B
              224287 | 0.300173685s | 19464 B
              224701 | 0.315278143s | 19504 B
              225115 | 0.317236377s | 19536 B
              225529 | 0.303308293s | 19576 B
              225943 | 0.336324502s | 19608 B
              226357 | 0.308010400s | 19648 B
              226771 | 0.308607651s | 19680 B
              227185 | 0.313456245s | 19720 B
              227599 | 0.320275516s | 19752 B
              228013 | 0.310162115s | 19792 B
              228427 | 0.311499145s | 19824 B
              228841 | 0.316622805s | 19864 B
              229255 | 0.314804202s | 19896 B
              229669 | 0.316281527s | 19936 B
              230083 | 0.355601119s | 19968 B
              230497 | 0.318463815s | 20008 B
              230911 | 0.320610263s | 20040 B
              231325 | 0.348573271s | 20080 B
              231739 | 0.322555539s | 20112 B
              232153 | 0.326922636s | 20152 B
              232567 | 0.348873251s | 20184 B
              232981 | 0.330222513s | 20224 B
              233395 | 0.332083639s | 20256 B
              233809 | 0.341201864s | 20296 B
              234223 | 0.334793798s | 20328 B
              234637 | 0.334889436s | 20368 B
              235051 | 0.349635735s | 20400 B
              235465 | 0.343292175s | 20440 B
              235879 | 0.344746502s | 20472 B
              236293 | 0.349447151s | 20512 B
              236707 | 0.343388786s | 20544 B
              237121 | 0.340496103s | 20584 B
              237535 | 0.384559884s | 20616 B
              237949 | 0.359152147s | 20656 B
              238363 | 0.356575173s | 20688 B
              238777 | 0.356556200s | 20728 B
              239191 | 0.351987140s | 20760 B
              239605 | 0.352849801s | 20800 B
              240019 | 0.369319750s | 20832 B
              240433 | 0.356641863s | 20872 B
              240847 | 0.353764854s | 20904 B
              241261 | 0.361587935s | 20944 B
              241675 | 0.362510806s | 20976 B
              242089 | 0.368193501s | 21016 B
              242503 | 0.365636464s | 21048 B
              242917 | 0.370316595s | 21088 B
              243331 | 0.367394049s | 21120 B
              243745 | 0.411893020s | 21160 B
              244159 | 0.374058608s | 21192 B
              244573 | 0.381457384s | 21224 B
              244987 | 0.378662543s | 21264 B
              245401 | 0.380776536s | 21296 B
              245815 | 0.390956092s | 21336 B
              246229 | 0.374374091s | 21368 B
              246643 | 0.386816100s | 21408 B
              247057 | 0.400392761s | 21440 B
              247471 | 0.397689396s | 21480 B
              247885 | 0.388864607s | 21512 B
              248299 | 0.402978775s | 21552 B
              248713 | 0.391179858s | 21584 B
              249127 | 0.427596726s | 21624 B
              249541 | 0.402629448s | 21656 B
              249955 | 0.391047965s | 21696 B
              250369 | 0.398670756s | 21728 B
              250783 | 0.401884962s | 21768 B
              251197 | 0.406873956s | 21800 B
              251611 | 0.412088583s | 21840 B
              252025 | 0.413675532s | 21872 B
              252439 | 0.448469701s | 21912 B
              252853 | 0.404816829s | 21944 B
              253267 | 0.408340263s | 21984 B
              253681 | 0.421730011s | 22016 B
              254095 | 0.415159535s | 22056 B
              254509 | 0.422490290s | 22088 B
              254923 | 0.415043605s | 22128 B
              255337 | 0.420285272s | 22160 B
              255751 | 0.414851462s | 22200 B
              256165 | 0.426138041s | 22232 B
              256579 | 0.439073496s | 22272 B
              256993 | 0.420383467s | 22304 B
              257407 | 0.434437123s | 22344 B
              257821 | 0.416841235s | 22376 B
              258235 | 0.430917522s | 22416 B
              258649 | 0.453171770s | 22448 B
              259063 | 0.437692813s | 22488 B
              259477 | 0.444583236s | 22520 B
              259891 | 0.432103081s | 22560 B
              260305 | 0.448034919s | 22592 B
              260719 | 0.446524691s | 22632 B
              261133 | 0.427917962s | 22664 B
              261547 | 0.440431050s | 22704 B
              261961 | 0.434276016s | 22736 B
              262375 | 0.447557628s | 22776 B
              262789 | 0.437884124s | 22808 B
              263203 | 0.444816670s | 22848 B
              263617 | 0.464577321s | 22880 B
              264031 | 0.438705606s | 22920 B
              264445 | 0.470671452s | 22952 B
              264859 | 0.454631432s | 22992 B
              265273 | 0.455898101s | 23024 B
              265687 | 0.459781711s | 23064 B
              266101 | 0.473686760s | 23096 B
              266515 | 0.482235191s | 23136 B
              266929 | 0.468225447s | 23168 B
              267343 | 0.542045016s | 23200 B
              267757 | 0.511926467s | 23240 B
              268171 | 0.486001336s | 23272 B
              268585 | 0.459401918s | 23312 B
              268999 | 0.496424307s | 23344 B
              269413 | 0.466314446s | 23384 B
              269827 | 0.488873855s | 23416 B
              270241 | 0.469982785s | 23456 B
              270655 | 0.504225069s | 23488 B
              271069 | 0.469150559s | 23528 B
              271483 | 0.489179618s | 23560 B
              271897 | 0.498295684s | 23600 B
              272311 | 0.485404365s | 23632 B
              272725 | 0.511787876s | 23672 B
              273139 | 0.516178708s | 23704 B
              273553 | 0.555982599s | 23744 B
              273967 | 0.521141627s | 23776 B
              274381 | 0.509920380s | 23816 B
              274795 | 0.505985139s | 23848 B
              275209 | 0.536186138s | 23888 B
              275623 | 0.512171375s | 23920 B
              276037 | 0.540063330s | 23960 B
              276451 | 0.511980676s | 23992 B
              276865 | 0.534165912s | 24032 B
              277279 | 0.544701113s | 24064 B
              277693 | 0.511449644s | 24104 B
              278107 | 0.510611707s | 24136 B
              278521 | 0.565980673s | 24176 B
              278935 | 0.524529450s | 24208 B
              279349 | 0.522034318s | 24248 B
              279763 | 0.530895560s | 24280 B
              280177 | 0.532583383s | 24320 B
              280591 | 0.525849439s | 24352 B
              281005 | 0.551481580s | 24392 B
              281419 | 0.560776890s | 24424 B
              281833 | 0.536487791s | 24464 B
              282247 | 0.559471402s | 24496 B
              282661 | 0.547247968s | 24536 B
              283075 | 0.535314492s | 24568 B
              283489 | 0.525374204s | 24608 B
              283903 | 0.547628889s | 24640 B
              284317 | 0.532178839s | 24680 B
              284731 | 0.547691958s | 24712 B
              285145 | 0.549444131s | 24752 B
              285559 | 0.575954687s | 24784 B
              285973 | 0.541283023s | 24824 B
              286387 | 0.552042749s | 24856 B
              286801 | 0.552395535s | 24896 B
              287215 | 0.549082411s | 24928 B
              287629 | 0.566064071s | 24968 B
              288043 | 0.541593630s | 25000 B
              288457 | 0.571532808s | 25040 B
              288871 | 0.546088269s | 25072 B
              289285 | 0.562017505s | 25112 B
              289699 | 0.546627599s | 25144 B
              290113 | 0.569162908s | 25176 B
              290527 | 0.549556864s | 25216 B
              290941 | 0.555620057s | 25248 B
              291355 | 0.554178690s | 25288 B
              291769 | 0.578837730s | 25320 B
              292183 | 0.559615126s | 25360 B
              292597 | 0.593430505s | 25392 B
              293011 | 0.591855010s | 25432 B
              293425 | 0.571111479s | 25464 B
              293839 | 0.587206069s | 25504 B
              294253 | 0.584863646s | 25536 B
              294667 | 0.573825039s | 25576 B
              295081 | 0.570541244s | 25608 B
              295495 | 0.605765241s | 25648 B
              295909 | 0.592048335s | 25680 B
              296323 | 0.597786313s | 25720 B
              296737 | 0.593187170s | 25752 B
              297151 | 0.586004625s | 25792 B
              297565 | 0.588450167s | 25824 B
              297979 | 0.579762151s | 25864 B
              298393 | 0.600671676s | 25896 B
              298807 | 0.592798215s | 25936 B
              299221 | 0.599556194s | 25968 B
              299635 | 0.608432681s | 26008 B
              300049 | 0.608875583s | 26040 B
              300463 | 0.685380926s | 26080 B
              300877 | 0.686664196s | 26112 B
              301291 | 0.731136808s | 26152 B
              301705 | 0.633644403s | 26184 B
              302119 | 0.618509322s | 26224 B
              302533 | 0.624826517s | 26256 B
              302947 | 0.636684743s | 26296 B
              303361 | 0.614993613s | 26328 B
              303775 | 0.631409294s | 26368 B
              304189 | 0.631092481s | 26400 B
              304603 | 0.636929664s | 26440 B
              305017 | 0.667588760s | 26472 B
              305431 | 0.652178573s | 26512 B
              305845 | 0.659533328s | 26544 B
              306259 | 0.713555426s | 26584 B
              306673 | 0.669284307s | 26616 B
              307087 | 0.627553753s | 26656 B
              307501 | 0.637818520s | 26688 B
              307915 | 0.636804954s | 26728 B
              308329 | 0.659650367s | 26760 B
              308743 | 0.663439935s | 26800 B
              309157 | 0.656362631s | 26832 B
              309571 | 0.659295615s | 26872 B
              309985 | 0.642498341s | 26904 B
              310399 | 0.662503819s | 26944 B
              310813 | 0.658277839s | 26976 B
              311227 | 0.796464671s | 27016 B
              311641 | 0.671072094s | 27048 B
              312055 | 0.661367836s | 27088 B
              312469 | 0.680343160s | 27120 B
              312883 | 0.675456807s | 27152 B
              313297 | 0.665257183s | 27192 B
              313711 | 0.681869844s | 27224 B
              314125 | 0.656304182s | 27264 B
              314539 | 0.689842731s | 27296 B
              314953 | 0.685382532s | 27336 B
              315367 | 0.674695584s | 27368 B
              315781 | 0.674229419s | 27408 B
              316195 | 0.684682218s | 27440 B
              316609 | 0.677983240s | 27480 B
              317023 | 0.689010634s | 27512 B
              317437 | 0.698682110s | 27552 B
              317851 | 0.671530336s | 27584 B
              318265 | 0.696488293s | 27624 B
              318679 | 0.703743148s | 27656 B
              319093 | 0.684398809s | 27696 B
              319507 | 0.719020203s | 27728 B
              319921 | 0.688379342s | 27768 B
